k,Removed_Nodes,Intransitivity,Transitivity,Total,Intransitivity_Percentage,Nodes_Remaining,Edges_Remaining
0,{},306.147578,196.186852,363.614659,84.195609,135,1436
1,{Monfils G.},301.394815,197.931267,360.576789,83.586860,134,1413
1,{Soderling R.},301.899068,197.667835,360.854016,83.662383,134,1414
1,{Karlovic I.},301.623377,197.328352,360.437429,83.682590,134,1411
1,{Santoro F.},301.275750,196.337829,359.604812,83.779677,134,1406
1,{Mayer F.},301.533655,196.196523,359.743826,83.818994,134,1405
1,{Melzer J.},301.822511,196.262051,360.021695,83.834534,134,1408
1,{Horna L.},301.728244,196.152204,359.882787,83.840699,134,1409
1,{Bjorkman J.},303.014265,196.718010,361.269457,83.874864,134,1417
1,{Puerta M.},301.388507,195.653030,359.325952,83.876075,134,1400
1,{Volandri F.},301.638997,195.522519,359.465075,83.913297,134,1403
1,{Acasuso J.},301.653789,195.499697,359.465075,83.917412,134,1404
1,{Hrbaty D.},300.838164,194.964250,358.489414,83.918284,134,1396
1,{Nieminen J.},302.047644,195.660015,359.882787,83.929450,134,1409
1,{Serra F.},303.618888,196.548191,361.684421,83.945802,134,1422
1,{Nalbandian D.},302.129646,195.530910,359.881452,83.952547,134,1402
1,{Zabaleta M.},302.735737,195.874180,360.576789,83.958742,134,1412
1,{Rochus C.},302.779869,195.805953,360.576789,83.970982,134,1412
1,{Johansson J.},302.909877,195.860223,360.715429,83.974749,134,1415
1,{Moodie W.},304.235007,196.613024,362.236967,83.987841,134,1426
1,{Ljubicic I.},300.783379,194.278199,358.070747,84.001104,134,1389
1,{Mirnyi M.},301.749911,194.838731,359.186776,84.009193,134,1398
1,{Stepanek R.},300.848452,194.178653,358.071418,84.019119,134,1392
1,{Andreev I.},300.731501,194.101066,357.931082,84.019387,134,1391
1,{Grosjean S.},301.911669,194.846003,359.326621,84.021514,134,1404
1,{Ginepri R.},301.820143,194.727451,359.185438,84.029059,134,1401
1,{Johansson T.},301.357935,194.419689,358.630200,84.030273,134,1393
1,{Davydenko N.},300.908598,194.084196,358.070747,84.036074,134,1389
1,{Mathieu P.H.},302.226513,194.871125,359.604812,84.044068,134,1406
1,{Henman T.},302.817871,195.233185,360.298015,84.046500,134,1410
1,{Sanguinetti D.},302.590065,195.076583,360.021695,84.047731,134,1406
1,{Lopez F.},302.009063,194.693776,359.325952,84.048775,134,1402
1,{Seppi A.},303.544970,195.642715,361.131030,84.053971,134,1417
1,{Berdych T.},301.678220,194.437322,358.908931,84.054253,134,1397
1,{Dent T.},302.149442,194.732778,359.465075,84.055299,134,1404
1,{Robredo T.},301.571299,194.344776,358.768923,84.057252,134,1399
1,{Ferrer D.},302.292828,194.765772,359.603476,84.062821,134,1400
1,{Verdasco F.},301.601810,194.297422,358.768923,84.065757,134,1396
1,{Rochus O.},301.727062,194.360284,358.908261,84.068018,134,1398
1,{Lapentti N.},304.416673,196.076795,362.098910,84.070033,134,1425
1,{Srichaphan P.},302.216263,194.629058,359.465075,84.073888,134,1401
1,{Starace P.},303.384820,195.379814,360.854016,84.074115,134,1416
1,{Moya C.},302.685708,194.928147,360.021695,84.074297,134,1410
1,{Baghdatis M.},304.439464,196.041407,362.098910,84.076327,134,1424
1,{Ancic M.},301.415057,194.073655,358.490754,84.078893,134,1394
1,{Gonzalez F.},301.558096,194.106606,358.628861,84.086399,134,1396
1,{Vik R.},304.709162,196.132474,362.374972,84.086702,134,1427
1,{Behrend T.},304.599110,196.048470,362.236967,84.088356,134,1426
1,{Hernych J.},302.651162,194.725177,359.882787,84.097149,134,1408
1,{Enqvist T.},304.286306,195.768907,361.822637,84.098195,134,1423
1,{Bracciali D.},305.221383,196.355616,362.926467,84.100062,134,1431
1,{Montanes A.},303.855779,195.415675,361.269457,84.107796,134,1419
1,{Safin M.},303.744003,195.331105,361.129699,84.109394,134,1415
1,{Monaco J.},303.117469,194.768940,360.298682,84.129497,134,1409
1,{Martin A.},302.074385,194.077835,359.047546,84.132140,134,1401
1,{Beck K.},303.244988,194.827148,360.437429,84.132491,134,1410
1,{Stakhovsky S.},305.584484,196.300136,363.201901,84.136257,134,1433
1,{Clement A.},305.122837,195.999171,362.650825,84.136811,134,1428
1,{Phau B.},305.134307,195.981314,362.650825,84.139973,134,1429
1,{Kuerten G.},305.609412,196.261326,363.201901,84.143120,134,1433
1,{Wawrinka S.},304.918914,195.806222,362.374972,84.144584,134,1424
1,{Lisnard J.R.},305.189329,195.895620,362.650825,84.155145,134,1429
1,{Ferrero J.C.},301.816274,193.703046,358.627848,84.158627,134,1394
1,{Djokovic N.},305.104751,195.772090,362.512925,84.163827,134,1428
1,{Novak J.},302.675387,194.173197,359.604812,84.168892,134,1405
1,{Sluiter R.},305.381050,195.852074,362.788672,84.176016,134,1430
1,{di Mauro A.},305.619699,195.990357,363.064210,84.177865,134,1432
1,{Pavel A.},304.027837,194.890262,361.130364,84.187836,134,1416
1,{Tabara M.},305.429548,195.776433,362.788672,84.189384,134,1430
1,{Youzhny M.},302.996558,194.187296,359.882787,84.193123,134,1407
1,{Minar I.},305.095069,195.531632,362.374972,84.193196,134,1426
1,{Canas G.},303.822070,194.699179,360.854016,84.195286,134,1415
1,{Ulihrach B.},305.802106,195.960947,363.201901,84.196174,134,1433
1,{Tursunov D.},305.686438,195.886247,363.064210,84.196247,134,1432
1,{Goldstein P.},305.342391,195.656956,362.650825,84.197352,134,1429
1,{Massu N.},303.245793,194.313174,360.160548,84.197393,134,1410
1,{Costa A.},304.552345,195.098666,361.684421,84.203888,134,1420
1,{Murray A.},305.832143,195.914065,363.201901,84.204445,134,1433
1,{Calleri A.},303.627018,194.489728,360.576789,84.205924,134,1413
1,{Zib T.},302.942284,194.014415,359.743826,84.210558,134,1407
1,{Arthurs W.},304.466349,194.976570,361.546153,84.212305,134,1418
1,{Sanchez D.},305.402008,195.563888,362.650825,84.213791,134,1429
1,{Labadze I.},305.983751,195.932551,363.339539,84.214273,134,1433
1,{Schalken S.},305.320529,195.435399,362.512925,84.223350,134,1426
1,{Sabau R.},304.981478,195.197128,362.098910,84.226014,134,1425
1,{Morrison J.},306.147578,195.931827,363.477125,84.227468,134,1435
1,{Vliegen K.},306.147578,195.931827,363.477125,84.227468,134,1435
1,{Waske A.},306.147578,195.931827,363.477125,84.227468,134,1435
1,{Kiefer N.},302.537255,193.615159,359.187445,84.228238,134,1401
1,{Mello R.},304.062832,194.580099,360.992549,84.229670,134,1417
1,{Llodra M.},304.201772,194.619893,361.131030,84.235844,134,1418
1,{Chela J.I.},302.691510,193.631067,359.325952,84.238700,134,1401
1,{Spadea V.},303.663144,194.174754,360.437429,84.248505,134,1411
1,{Gimelstob J.},305.880845,195.582538,363.064210,84.249793,134,1432
1,{Wang Y.T.},306.118311,195.722252,363.339539,84.251307,134,1434
1,{Ascione T.},306.125677,195.710732,363.339539,84.253334,134,1434
1,{Mantilla F.},305.081734,195.040395,362.098910,84.253701,134,1424
1,{Lu Y.H.},306.130273,195.703542,363.339539,84.254599,134,1434
1,{Carraz G.},306.142507,195.684403,363.339539,84.257967,134,1434
1,{Burgsmuller L.},304.995391,194.919039,361.960800,84.261995,134,1424
1,{Saulnier C.},303.602517,194.013227,360.299349,84.263965,134,1410
1,{Fish M.},305.241036,195.047509,362.236967,84.265567,134,1426
1,{Koubek S.},305.475136,195.193651,362.512925,84.265999,134,1428
1,{Mathieu P.},306.060618,195.556945,363.201901,84.267350,134,1433
1,{Dlouhy L.},306.068756,195.544208,363.201901,84.269591,134,1433
1,{Coria G.},301.756708,192.761049,358.069732,84.273168,134,1391
1,{Garcia-Lopez G.},303.406783,193.803881,360.021695,84.274583,134,1410
1,{Benneteau J.},305.392248,195.067156,362.374972,84.275204,134,1427
1,{Almagro N.},304.953802,194.723798,361.820645,84.283140,134,1419
1,{Dupuis A.},306.124889,195.456320,363.201901,84.285046,134,1433
1,{Hanescu V.},303.215450,193.587219,359.743826,84.286492,134,1407
1,{Kohlschreiber P.},303.942118,193.996932,360.576789,84.293312,134,1414
1,{Carlsen K.},303.954231,193.976714,360.576122,84.296827,134,1413
1,{Malisse X.},304.202636,194.102799,360.853350,84.300904,134,1412
1,{Hernandez O.},305.379303,194.830957,362.236967,84.303738,134,1426
1,{Lee H.T.},304.810122,194.438705,361.546153,84.307389,134,1421
1,{Schuettler R.},304.470161,194.199747,361.131030,84.310163,134,1416
1,{Kim K.},303.539670,193.595685,360.021695,84.311494,134,1409
1,{Wessels P.},305.291128,194.712475,362.098910,84.311529,134,1425
1,{Ventura S.},305.456162,194.709202,362.236304,84.325110,134,1425
1,{Tipsarevic J.},306.093829,194.992791,362.926467,84.340454,134,1431
1,{Rusedski G.},303.580510,193.273108,359.882787,84.355385,134,1409
1,{Sargsian S.},305.945461,194.712597,362.650825,84.363647,134,1429
1,{Haehnel J.},306.067531,194.777532,362.788672,84.365239,134,1430
1,{Vanek J.},305.375821,194.322486,361.960800,84.367098,134,1424
1,{Gasquet R.},303.916735,193.262098,360.160548,84.383683,134,1410
1,{Roddick A.},302.662270,192.379129,358.628191,84.394445,134,1396
1,{Calatrava A.},305.814997,194.146358,362.236967,84.424016,134,1426
1,{Blake J.},304.514527,193.097187,360.576789,84.452060,134,1414
1,{Gaudio G.},302.510660,191.577556,358.070747,84.483489,134,1391
1,{Agassi A.},303.495438,192.109708,359.187445,84.495002,134,1401
1,{Hewitt L.},304.484254,192.104134,360.020360,84.574176,134,1408
1,{Nadal R.},304.012472,188.920821,357.931082,84.936036,134,1390
1,{Federer R.},305.135301,187.103149,357.931753,85.249576,134,1392
1,{Haas T.},,,359.603476,,134,1403
