cycle_nodes,cycle_edges,vorticity
"Volandri F.,Lopez F.,Grosjean S.,Volandri F.","(Volandri F.,Lopez F.);(Lopez F.,Grosjean S.);(Grosjean S.,Volandri F.)",20.693147180559947
"Volandri F.,Lopez F.,Zabaleta M.,Almagro N.,Volandri F.","(Volandri F.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Almagro N.);(Almagro N.,Volandri F.)",20.693147180559947
"Volandri F.,Lopez F.,Soderling R.,Fish M.,Ginepri R.,Volandri F.","(Volandri F.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Ginepri R.);(Ginepri R.,Volandri F.)",20.693147180559947
"Martin A.,Zabaleta M.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Ferrer D.,Martin A.","(Martin A.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Ferrer D.);(Ferrer D.,Martin A.)",-20.693147180559944
"Santoro F.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Sanguinetti D.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Sanguinetti D.);(Sanguinetti D.,Santoro F.)",-20.000000000000007
"Starace P.,Lopez F.,Ancic M.,Arthurs W.,Sluiter R.,Starace P.","(Starace P.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Arthurs W.);(Arthurs W.,Sluiter R.);(Sluiter R.,Starace P.)",-20.000000000000007
"Santoro F.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Ferrer D.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Ferrer D.);(Ferrer D.,Santoro F.)",-20.000000000000007
"Monaco J.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Soderling R.,Chela J.I.,Monaco J.","(Monaco J.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Chela J.I.);(Chela J.I.,Monaco J.)",20.000000000000007
"Burgsmuller L.,Nieminen J.,Srichaphan P.,Ancic M.,Berdych T.,Burgsmuller L.","(Burgsmuller L.,Nieminen J.);(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Berdych T.);(Berdych T.,Burgsmuller L.)",-20.000000000000004
"Wawrinka S.,Santoro F.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Massu N.,Wawrinka S.","(Wawrinka S.,Santoro F.);(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Massu N.);(Massu N.,Wawrinka S.)",-20.000000000000004
"Johansson T.,Lopez F.,Ancic M.,Beck K.,Johansson T.","(Johansson T.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Johansson T.)",-20.000000000000004
"Nieminen J.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Massu N.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Massu N.);(Massu N.,Nieminen J.)",-20.000000000000004
"Santoro F.,Lopez F.,Ancic M.,Dent T.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Dent T.);(Dent T.,Santoro F.)",-20.000000000000004
"Santoro F.,Lopez F.,Ancic M.,Federer R.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Santoro F.)",-20.000000000000004
"Wessels P.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Verdasco F.,Wessels P.","(Wessels P.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Verdasco F.);(Verdasco F.,Wessels P.)",-20.000000000000004
"Schalken S.,Bjorkman J.,Ancic M.,Roddick A.,Costa A.,Sanguinetti D.,Schalken S.","(Schalken S.,Bjorkman J.);(Bjorkman J.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Sanguinetti D.);(Sanguinetti D.,Schalken S.)",-20.000000000000004
"Santoro F.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Santoro F.)",-20.000000000000004
"Goldstein P.,Srichaphan P.,Ancic M.,Dent T.,Goldstein P.","(Goldstein P.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Dent T.);(Dent T.,Goldstein P.)",-20.000000000000004
"Nieminen J.,Srichaphan P.,Ancic M.,Federer R.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Nieminen J.)",-20.000000000000004
"Schalken S.,Bjorkman J.,Ancic M.,Roddick A.,Costa A.,Davydenko N.,Schalken S.","(Schalken S.,Bjorkman J.);(Bjorkman J.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Schalken S.)",-20.000000000000004
"Starace P.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Andreev I.,Starace P.","(Starace P.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Andreev I.);(Andreev I.,Starace P.)",-20.000000000000004
"Nieminen J.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Andreev I.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Andreev I.);(Andreev I.,Nieminen J.)",-20.000000000000004
"Grosjean S.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Grosjean S.","(Grosjean S.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Grosjean S.)",-20.000000000000004
"Sargsian S.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Massu N.,Sargsian S.","(Sargsian S.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Massu N.);(Massu N.,Sargsian S.)",-20.000000000000004
"Schalken S.,Bjorkman J.,Ancic M.,Roddick A.,Costa A.,Ljubicic I.,Schalken S.","(Schalken S.,Bjorkman J.);(Bjorkman J.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Ljubicic I.);(Ljubicic I.,Schalken S.)",-20.000000000000004
"Zib T.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Acasuso J.,Zib T.","(Zib T.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Zib T.)",-20.000000000000004
"Grosjean S.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Ferrer D.,Grosjean S.","(Grosjean S.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Ferrer D.);(Ferrer D.,Grosjean S.)",-20.000000000000004
"Muller G.,Zabaleta M.,Lopez F.,Soderling R.,Kohlschreiber P.,Lisnard J.R.,Muller G.","(Muller G.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Lisnard J.R.);(Lisnard J.R.,Muller G.)",20.000000000000004
"Puerta M.,Zabaleta M.,Lopez F.,Soderling R.,Fish M.,Ginepri R.,Puerta M.","(Puerta M.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Ginepri R.);(Ginepri R.,Puerta M.)",20.000000000000004
"Clement A.,Hernych J.,Ancic M.,Roddick A.,Costa A.,Andreev I.,Clement A.","(Clement A.,Hernych J.);(Hernych J.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Andreev I.);(Andreev I.,Clement A.)",20.000000000000004
"Nadal R.,Hanescu V.,Minar I.,Baghdatis M.,Ancic M.,Lopez F.,Zabaleta M.,Moya C.,Nadal R.","(Nadal R.,Hanescu V.);(Hanescu V.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Moya C.);(Moya C.,Nadal R.)",20.000000000000004
"Serra F.,Ancic M.,Lopez F.,Agassi A.,Pavel A.,Serra F.","(Serra F.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Pavel A.);(Pavel A.,Serra F.)",20.000000000000004
"Melzer J.,Roddick A.,Ancic M.,Lopez F.,Soderling R.,Kohlschreiber P.,Melzer J.","(Melzer J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Melzer J.)",20.000000000000004
"Nadal R.,Hanescu V.,Minar I.,Baghdatis M.,Ancic M.,Lopez F.,Zabaleta M.,Calatrava A.,Nadal R.","(Nadal R.,Hanescu V.);(Hanescu V.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Calatrava A.);(Calatrava A.,Nadal R.)",20.000000000000004
"Verdasco F.,Costa A.,Roddick A.,Ancic M.,Srichaphan P.,Nieminen J.,Verdasco F.","(Verdasco F.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Nieminen J.);(Nieminen J.,Verdasco F.)",20.000000000000004
"Moya C.,Zabaleta M.,Lopez F.,Soderling R.,Fish M.,Ginepri R.,Moya C.","(Moya C.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Ginepri R.);(Ginepri R.,Moya C.)",20.000000000000004
"Hernandez O.,Ancic M.,Lopez F.,Grosjean S.,Hernandez O.","(Hernandez O.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Grosjean S.);(Grosjean S.,Hernandez O.)",20.000000000000004
"Nadal R.,Hanescu V.,Minar I.,Baghdatis M.,Ancic M.,Lopez F.,Zabaleta M.,Garcia-Lopez G.,Nadal R.","(Nadal R.,Hanescu V.);(Hanescu V.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Garcia-Lopez G.);(Garcia-Lopez G.,Nadal R.)",20.000000000000004
"Safin M.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Ginepri R.,Safin M.","(Safin M.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Ginepri R.);(Ginepri R.,Safin M.)",20.000000000000004
"Stepanek R.,Ancic M.,Srichaphan P.,Kim K.,Stepanek R.","(Stepanek R.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Kim K.);(Kim K.,Stepanek R.)",20.000000000000004
"Nadal R.,Hanescu V.,Minar I.,Baghdatis M.,Ancic M.,Srichaphan P.,Nieminen J.,Burgsmuller L.,Nadal R.","(Nadal R.,Hanescu V.);(Hanescu V.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Nieminen J.);(Nieminen J.,Burgsmuller L.);(Burgsmuller L.,Nadal R.)",20.000000000000004
"Rusedski G.,Ancic M.,Srichaphan P.,Kim K.,Rusedski G.","(Rusedski G.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Kim K.);(Kim K.,Rusedski G.)",20.000000000000004
"Youzhny M.,Roddick A.,Ancic M.,Lee H.T.,Youzhny M.","(Youzhny M.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lee H.T.);(Lee H.T.,Youzhny M.)",-20.0
"Soderling R.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Ljubicic I.,Soderling R.","(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Ljubicic I.);(Ljubicic I.,Soderling R.)",-20.0
"Gaudio G.,Costa A.,Roddick A.,Ancic M.,Acasuso J.,Gaudio G.","(Gaudio G.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Gaudio G.)",-20.0
"Santoro F.,Lopez F.,Zabaleta M.,Moya C.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Moya C.);(Moya C.,Santoro F.)",-20.0
"Novak J.,Roddick A.,Ancic M.,Haas T.,Novak J.","(Novak J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Haas T.);(Haas T.,Novak J.)",-20.0
"Spadea V.,Costa A.,Massu N.,Dupuis A.,Spadea V.","(Spadea V.,Costa A.);(Costa A.,Massu N.);(Massu N.,Dupuis A.);(Dupuis A.,Spadea V.)",-20.0
"Johansson J.,Lopez F.,Ancic M.,Dent T.,Johansson J.","(Johansson J.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Dent T.);(Dent T.,Johansson J.)",-20.0
"Nieminen J.,Srichaphan P.,Ancic M.,Dent T.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Dent T.);(Dent T.,Nieminen J.)",-20.0
"Moya C.,Zabaleta M.,Lopez F.,Ancic M.,Gonzalez F.,Moya C.","(Moya C.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Gonzalez F.);(Gonzalez F.,Moya C.)",-20.0
"Soderling R.,Lopez F.,Ancic M.,Coria G.,Soderling R.","(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Coria G.);(Coria G.,Soderling R.)",-20.0
"Karlovic I.,Lopez F.,Ancic M.,Haas T.,Karlovic I.","(Karlovic I.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Haas T.);(Haas T.,Karlovic I.)",-20.0
"Sanguinetti D.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Agassi A.,Pavel A.,Sanguinetti D.","(Sanguinetti D.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Pavel A.);(Pavel A.,Sanguinetti D.)",-20.0
"Starace P.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Ferrer D.,Starace P.","(Starace P.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Ferrer D.);(Ferrer D.,Starace P.)",-20.0
"Zabaleta M.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Zabaleta M.","(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Zabaleta M.)",-20.0
"Santoro F.,Lopez F.,Ancic M.,Mello R.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Mello R.);(Mello R.,Santoro F.)",-20.0
"Sargsian S.,Lopez F.,Karlovic I.,Benneteau J.,Sargsian S.","(Sargsian S.,Lopez F.);(Lopez F.,Karlovic I.);(Karlovic I.,Benneteau J.);(Benneteau J.,Sargsian S.)",-20.0
"Srichaphan P.,Ancic M.,Gasquet R.,Srichaphan P.","(Srichaphan P.,Ancic M.);(Ancic M.,Gasquet R.);(Gasquet R.,Srichaphan P.)",-20.0
"Serra F.,Ancic M.,Baghdatis M.,Minar I.,Serra F.","(Serra F.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Serra F.)",-20.0
"Tursunov D.,Ancic M.,Roddick A.,Costa A.,Davydenko N.,Tursunov D.","(Tursunov D.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Tursunov D.)",-20.0
"Youzhny M.,Roddick A.,Ancic M.,Baghdatis M.,Minar I.,Robredo T.,Youzhny M.","(Youzhny M.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Robredo T.);(Robredo T.,Youzhny M.)",-20.0
"Wessels P.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Llodra M.,Wessels P.","(Wessels P.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Llodra M.);(Llodra M.,Wessels P.)",-20.0
"Mathieu P.H.,Costa A.,Roddick A.,Ancic M.,Gasquet R.,Mathieu P.H.","(Mathieu P.H.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Gasquet R.);(Gasquet R.,Mathieu P.H.)",-20.0
"Ferrero J.C.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Davydenko N.,Ferrero J.C.","(Ferrero J.C.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Ferrero J.C.)",-20.0
"Melzer J.,Roddick A.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Melzer J.","(Melzer J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Melzer J.)",-20.0
"Mathieu P.H.,Costa A.,Davydenko N.,Mathieu P.H.","(Mathieu P.H.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Mathieu P.H.)",-20.0
"Rochus C.,Srichaphan P.,Ancic M.,Lopez F.,Agassi A.,Pavel A.,Rochus C.","(Rochus C.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Pavel A.);(Pavel A.,Rochus C.)",-20.0
"Stepanek R.,Ancic M.,Rochus O.,Stepanek R.","(Stepanek R.,Ancic M.);(Ancic M.,Rochus O.);(Rochus O.,Stepanek R.)",-20.0
"Wawrinka S.,Santoro F.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Verdasco F.,Wawrinka S.","(Wawrinka S.,Santoro F.);(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Verdasco F.);(Verdasco F.,Wawrinka S.)",-20.0
"Horna L.,Roddick A.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Horna L.","(Horna L.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Horna L.)",-20.0
"Johansson J.,Lopez F.,Ancic M.,Beck K.,Johansson J.","(Johansson J.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Johansson J.)",-20.0
"Nieminen J.,Srichaphan P.,Ancic M.,Beck K.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Nieminen J.)",-20.0
"Zabaleta M.,Lopez F.,Ancic M.,Henman T.,Zabaleta M.","(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Henman T.);(Henman T.,Zabaleta M.)",-20.0
"Johansson T.,Lopez F.,Ancic M.,Federer R.,Johansson T.","(Johansson T.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Johansson T.)",-20.0
"Ljubicic I.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Karlovic I.,Ljubicic I.","(Ljubicic I.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Karlovic I.);(Karlovic I.,Ljubicic I.)",-20.0
"Gaudio G.,Costa A.,Roddick A.,Ancic M.,Berdych T.,Gaudio G.","(Gaudio G.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Berdych T.);(Berdych T.,Gaudio G.)",-20.0
"Ferrero J.C.,Lopez F.,Ancic M.,Beck K.,Ferrero J.C.","(Ferrero J.C.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Ferrero J.C.)",-20.0
"Puerta M.,Zabaleta M.,Lopez F.,Ancic M.,Roddick A.,Melzer J.,Puerta M.","(Puerta M.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Melzer J.);(Melzer J.,Puerta M.)",-20.0
"Ferrer D.,Costa A.,Roddick A.,Ancic M.,Berdych T.,Ferrer D.","(Ferrer D.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Berdych T.);(Berdych T.,Ferrer D.)",-20.0
"Zabaleta M.,Lopez F.,Ancic M.,Rochus O.,Zabaleta M.","(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Rochus O.);(Rochus O.,Zabaleta M.)",-20.0
"Chela J.I.,Soderling R.,Lopez F.,Ancic M.,Arthurs W.,Canas G.,Chela J.I.","(Chela J.I.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Arthurs W.);(Arthurs W.,Canas G.);(Canas G.,Chela J.I.)",-20.0
"Zabaleta M.,Lopez F.,Ancic M.,Federer R.,Zabaleta M.","(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Zabaleta M.)",-20.0
"Spadea V.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Malisse X.,Spadea V.","(Spadea V.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Malisse X.);(Malisse X.,Spadea V.)",-20.0
"Kiefer N.,Kohlschreiber P.,Soderling R.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Kiefer N.","(Kiefer N.,Kohlschreiber P.);(Kohlschreiber P.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Kiefer N.)",-20.0
"Vanek J.,Roddick A.,Ancic M.,Acasuso J.,Vanek J.","(Vanek J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Vanek J.)",-20.0
"Ljubicic I.,Costa A.,Roddick A.,Ancic M.,Gasquet R.,Ljubicic I.","(Ljubicic I.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Gasquet R.);(Gasquet R.,Ljubicic I.)",-20.0
"Santoro F.,Lopez F.,Ancic M.,Arthurs W.,Canas G.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Arthurs W.);(Arthurs W.,Canas G.);(Canas G.,Santoro F.)",-20.0
"Martin A.,Zabaleta M.,Lopez F.,Ancic M.,Srichaphan P.,Calleri A.,Martin A.","(Martin A.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Calleri A.);(Calleri A.,Martin A.)",-20.0
"Seppi A.,Nieminen J.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Davydenko N.,Seppi A.","(Seppi A.,Nieminen J.);(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Seppi A.)",-20.0
"Nieminen J.,Srichaphan P.,Ancic M.,Moodie W.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Moodie W.);(Moodie W.,Nieminen J.)",-20.0
"Vanek J.,Roddick A.,Costa A.,Massu N.,Vanek J.","(Vanek J.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Massu N.);(Massu N.,Vanek J.)",-20.0
"Rusedski G.,Ancic M.,Roddick A.,Costa A.,Davydenko N.,Rusedski G.","(Rusedski G.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Rusedski G.)",-20.0
"Verdasco F.,Costa A.,Roddick A.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Behrend T.,Verdasco F.","(Verdasco F.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Behrend T.);(Behrend T.,Verdasco F.)",-20.0
"Melzer J.,Roddick A.,Ancic M.,Henman T.,Melzer J.","(Melzer J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Henman T.);(Henman T.,Melzer J.)",-20.0
"Stepanek R.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Nadal R.,Stepanek R.","(Stepanek R.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Nadal R.);(Nadal R.,Stepanek R.)",-20.0
"Soderling R.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Andreev I.,Soderling R.","(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Andreev I.);(Andreev I.,Soderling R.)",-20.0
"Muller G.,Zabaleta M.,Lopez F.,Ancic M.,Gasquet R.,Muller G.","(Muller G.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Gasquet R.);(Gasquet R.,Muller G.)",-20.0
"Gaudio G.,Costa A.,Roddick A.,Ancic M.,Hernych J.,Clement A.,Gaudio G.","(Gaudio G.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Clement A.);(Clement A.,Gaudio G.)",-20.0
"Rusedski G.,Ancic M.,Gonzalez F.,Rusedski G.","(Rusedski G.,Ancic M.);(Ancic M.,Gonzalez F.);(Gonzalez F.,Rusedski G.)",-20.0
"Lisnard J.R.,Kohlschreiber P.,Soderling R.,Lopez F.,Zabaleta M.,Garcia-Lopez G.,Lisnard J.R.","(Lisnard J.R.,Kohlschreiber P.);(Kohlschreiber P.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Garcia-Lopez G.);(Garcia-Lopez G.,Lisnard J.R.)",-20.0
"Nieminen J.,Srichaphan P.,Ancic M.,Hewitt L.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Hewitt L.);(Hewitt L.,Nieminen J.)",-20.0
