cycle_nodes,cycle_edges,vorticity
"Rochus O.,Ancic M.,Lopez F.,Soderling R.,Kohlschreiber P.,Kiefer N.,Rochus O.","(Rochus O.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Kiefer N.);(Kiefer N.,Rochus O.)",49.99999999999999
"Mayer F.,Ancic M.,Lopez F.,Soderling R.,Kohlschreiber P.,Kiefer N.,Mayer F.","(Mayer F.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Kiefer N.);(Kiefer N.,Mayer F.)",49.99999999999999
"Ginepri R.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Acasuso J.,Ginepri R.","(Ginepri R.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Ginepri R.)",-40.00000000000001
"Starace P.,Lopez F.,Ancic M.,Baghdatis M.,Minar I.,Robredo T.,Starace P.","(Starace P.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Robredo T.);(Robredo T.,Starace P.)",-40.00000000000001
"Chela J.I.,Soderling R.,Lopez F.,Ancic M.,Blake J.,Chela J.I.","(Chela J.I.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Blake J.);(Blake J.,Chela J.I.)",-40.00000000000001
"Minar I.,Baghdatis M.,Ancic M.,Srichaphan P.,Kim K.,Minar I.","(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Kim K.);(Kim K.,Minar I.)",40.00000000000001
"Haas T.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Ginepri R.,Haas T.","(Haas T.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Ginepri R.);(Ginepri R.,Haas T.)",40.00000000000001
"Johansson T.,Lopez F.,Ancic M.,Hrbaty D.,Johansson T.","(Johansson T.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Hrbaty D.);(Hrbaty D.,Johansson T.)",-40.0
"Kim K.,Srichaphan P.,Ancic M.,Dent T.,Kim K.","(Kim K.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Dent T.);(Dent T.,Kim K.)",-40.0
"Chela J.I.,Soderling R.,Lopez F.,Ancic M.,Acasuso J.,Chela J.I.","(Chela J.I.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Chela J.I.)",-40.0
"Ginepri R.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Beck K.,Ginepri R.","(Ginepri R.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Ginepri R.)",-40.0
"Kiefer N.,Kohlschreiber P.,Soderling R.,Lopez F.,Ancic M.,Dent T.,Kiefer N.","(Kiefer N.,Kohlschreiber P.);(Kohlschreiber P.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Dent T.);(Dent T.,Kiefer N.)",-40.0
"Kohlschreiber P.,Soderling R.,Lopez F.,Ancic M.,Berdych T.,Kohlschreiber P.","(Kohlschreiber P.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Berdych T.);(Berdych T.,Kohlschreiber P.)",-40.0
"Zib T.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Mello R.,Zib T.","(Zib T.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Mello R.);(Mello R.,Zib T.)",-40.0
"Martin A.,Zabaleta M.,Lopez F.,Ancic M.,Gasquet R.,Martin A.","(Martin A.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Gasquet R.);(Gasquet R.,Martin A.)",-40.0
"Zib T.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Zib T.","(Zib T.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Zib T.)",-40.0
"Zabaleta M.,Lopez F.,Ancic M.,Mayer F.,Zabaleta M.","(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Mayer F.);(Mayer F.,Zabaleta M.)",-40.0
"Ginepri R.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Federer R.,Ginepri R.","(Ginepri R.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Ginepri R.)",-40.0
"Soderling R.,Lopez F.,Ancic M.,Hrbaty D.,Soderling R.","(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Hrbaty D.);(Hrbaty D.,Soderling R.)",-40.0
"Ginepri R.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Ginepri R.","(Ginepri R.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Ginepri R.)",-40.0
"Vik R.,Soderling R.,Lopez F.,Ancic M.,Hernych J.,Clement A.,Vik R.","(Vik R.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Clement A.);(Clement A.,Vik R.)",-40.0
"Zib T.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Verdasco F.,Zib T.","(Zib T.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Verdasco F.);(Verdasco F.,Zib T.)",-40.0
"Starace P.,Lopez F.,Ancic M.,Hrbaty D.,Starace P.","(Starace P.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Hrbaty D.);(Hrbaty D.,Starace P.)",-40.0
"Kohlschreiber P.,Soderling R.,Lopez F.,Ancic M.,Gasquet R.,Kohlschreiber P.","(Kohlschreiber P.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Gasquet R.);(Gasquet R.,Kohlschreiber P.)",-40.0
"Grosjean S.,Lopez F.,Ancic M.,Dent T.,Grosjean S.","(Grosjean S.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Dent T.);(Dent T.,Grosjean S.)",-40.0
"Kiefer N.,Kohlschreiber P.,Soderling R.,Lopez F.,Ancic M.,Federer R.,Kiefer N.","(Kiefer N.,Kohlschreiber P.);(Kohlschreiber P.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Kiefer N.)",-40.0
"Zib T.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Haas T.,Zib T.","(Zib T.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Haas T.);(Haas T.,Zib T.)",-40.0
"Kiefer N.,Kohlschreiber P.,Soderling R.,Lopez F.,Ancic M.,Coria G.,Kiefer N.","(Kiefer N.,Kohlschreiber P.);(Kohlschreiber P.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Coria G.);(Coria G.,Kiefer N.)",-40.0
"Nieminen J.,Srichaphan P.,Ancic M.,Mayer F.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Mayer F.);(Mayer F.,Nieminen J.)",-40.0
"Nieminen J.,Srichaphan P.,Ancic M.,Henman T.,Nieminen J.","(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Henman T.);(Henman T.,Nieminen J.)",-40.0
"Rochus C.,Srichaphan P.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Behrend T.,Rochus C.","(Rochus C.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Behrend T.);(Behrend T.,Rochus C.)",-40.0
"Starace P.,Lopez F.,Karlovic I.,Benneteau J.,Starace P.","(Starace P.,Lopez F.);(Lopez F.,Karlovic I.);(Karlovic I.,Benneteau J.);(Benneteau J.,Starace P.)",-40.0
"Soderling R.,Lopez F.,Ancic M.,Lee H.T.,Soderling R.","(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Lee H.T.);(Lee H.T.,Soderling R.)",-40.0
"Enqvist T.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Beck K.,Enqvist T.","(Enqvist T.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Enqvist T.)",-40.0
"Zib T.,Fish M.,Soderling R.,Lopez F.,Ancic M.,Saulnier C.,Zib T.","(Zib T.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Saulnier C.);(Saulnier C.,Zib T.)",-40.0
"Kiefer N.,Kohlschreiber P.,Soderling R.,Lopez F.,Agassi A.,Kiefer N.","(Kiefer N.,Kohlschreiber P.);(Kohlschreiber P.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Kiefer N.)",-40.0
"Ferrero J.C.,Lopez F.,Ancic M.,Acasuso J.,Ferrero J.C.","(Ferrero J.C.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Ferrero J.C.)",-40.0
"Seppi A.,Nieminen J.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Massu N.,Lapentti N.,Seppi A.","(Seppi A.,Nieminen J.);(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Massu N.);(Massu N.,Lapentti N.);(Lapentti N.,Seppi A.)",-40.0
"Ginepri R.,Fish M.,Soderling R.,Lopez F.,Agassi A.,Ginepri R.","(Ginepri R.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Ginepri R.)",-40.0
"Soderling R.,Lopez F.,Ancic M.,Hernandez O.,Soderling R.","(Soderling R.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Hernandez O.);(Hernandez O.,Soderling R.)",-40.0
"Zabaleta M.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Verdasco F.,Zabaleta M.","(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Verdasco F.);(Verdasco F.,Zabaleta M.)",-40.0
"Puerta M.,Zabaleta M.,Lopez F.,Ancic M.,Baghdatis M.,Minar I.,Puerta M.","(Puerta M.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Puerta M.)",-40.0
"Santoro F.,Lopez F.,Ancic M.,Hernych J.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Santoro F.)",-40.0
"Mayer F.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Enqvist T.,Mayer F.","(Mayer F.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Enqvist T.);(Enqvist T.,Mayer F.)",40.0
"Lee H.T.,Ancic M.,Lopez F.,Soderling R.,Kohlschreiber P.,Kiefer N.,Lee H.T.","(Lee H.T.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Kiefer N.);(Kiefer N.,Lee H.T.)",40.0
"Mello R.,Ancic M.,Lopez F.,Grosjean S.,Mello R.","(Mello R.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Grosjean S.);(Grosjean S.,Mello R.)",40.0
"Massu N.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Soderling R.,Kohlschreiber P.,Kiefer N.,Massu N.","(Massu N.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Kiefer N.);(Kiefer N.,Massu N.)",40.0
"Verdasco F.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Ginepri R.,Verdasco F.","(Verdasco F.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Ginepri R.);(Ginepri R.,Verdasco F.)",40.0
"Haas T.,Ancic M.,Lopez F.,Ferrero J.C.,Haas T.","(Haas T.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Ferrero J.C.);(Ferrero J.C.,Haas T.)",40.0
"Hewitt L.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Ginepri R.,Hewitt L.","(Hewitt L.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Ginepri R.);(Ginepri R.,Hewitt L.)",40.0
"Ljubicic I.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Enqvist T.,Ljubicic I.","(Ljubicic I.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Enqvist T.);(Enqvist T.,Ljubicic I.)",40.0
"Hanescu V.,Minar I.,Baghdatis M.,Ancic M.,Lopez F.,Soderling R.,Chela J.I.,Hanescu V.","(Hanescu V.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Chela J.I.);(Chela J.I.,Hanescu V.)",40.0
"Haas T.,Ancic M.,Lopez F.,Zabaleta M.,Almagro N.,Haas T.","(Haas T.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Almagro N.);(Almagro N.,Haas T.)",40.0
"Hrbaty D.,Ancic M.,Lopez F.,Ferrero J.C.,Hrbaty D.","(Hrbaty D.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Ferrero J.C.);(Ferrero J.C.,Hrbaty D.)",40.0
"Sluiter R.,Arthurs W.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Enqvist T.,Sluiter R.","(Sluiter R.,Arthurs W.);(Arthurs W.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Enqvist T.);(Enqvist T.,Sluiter R.)",40.0
"Melzer J.,Roddick A.,Ancic M.,Lopez F.,Zabaleta M.,Martin A.,Melzer J.","(Melzer J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Martin A.);(Martin A.,Melzer J.)",40.0
"Saulnier C.,Ancic M.,Lopez F.,Soderling R.,Kohlschreiber P.,Kiefer N.,Saulnier C.","(Saulnier C.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Kiefer N.);(Kiefer N.,Saulnier C.)",40.0
"Dent T.,Ancic M.,Lopez F.,Soderling R.,Chela J.I.,Dent T.","(Dent T.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Chela J.I.);(Chela J.I.,Dent T.)",40.0
"Hrbaty D.,Ancic M.,Lopez F.,Soderling R.,Chela J.I.,Hrbaty D.","(Hrbaty D.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Chela J.I.);(Chela J.I.,Hrbaty D.)",40.0
"Spadea V.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Enqvist T.,Spadea V.","(Spadea V.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Enqvist T.);(Enqvist T.,Spadea V.)",40.0
"Verdasco F.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Zabaleta M.,Almagro N.,Verdasco F.","(Verdasco F.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Almagro N.);(Almagro N.,Verdasco F.)",40.0
"Rusedski G.,Ancic M.,Lopez F.,Soderling R.,Kohlschreiber P.,Kiefer N.,Rusedski G.","(Rusedski G.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Kiefer N.);(Kiefer N.,Rusedski G.)",40.0
"Monfils G.,Ancic M.,Lopez F.,Soderling R.,Chela J.I.,Monfils G.","(Monfils G.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Chela J.I.);(Chela J.I.,Monfils G.)",40.0
"Serra F.,Ancic M.,Srichaphan P.,Nieminen J.,Serra F.","(Serra F.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Nieminen J.);(Nieminen J.,Serra F.)",40.0
"Robredo T.,Minar I.,Baghdatis M.,Ancic M.,Srichaphan P.,Kim K.,Robredo T.","(Robredo T.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Kim K.);(Kim K.,Robredo T.)",40.0
"Malisse X.,Lopez F.,Soderling R.,Fish M.,Malisse X.","(Malisse X.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Malisse X.)",40.0
"Stepanek R.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Ginepri R.,Stepanek R.","(Stepanek R.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Ginepri R.);(Ginepri R.,Stepanek R.)",40.0
"Dent T.,Ancic M.,Lopez F.,Zabaleta M.,Almagro N.,Dent T.","(Dent T.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Almagro N.);(Almagro N.,Dent T.)",40.0
"Nadal R.,Hanescu V.,Minar I.,Baghdatis M.,Ancic M.,Lopez F.,Zabaleta M.,Martin A.,Nadal R.","(Nadal R.,Hanescu V.);(Hanescu V.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Martin A.);(Martin A.,Nadal R.)",40.0
"Roddick A.,Ancic M.,Lopez F.,Soderling R.,Fish M.,Enqvist T.,Roddick A.","(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Fish M.);(Fish M.,Enqvist T.);(Enqvist T.,Roddick A.)",40.0
"Monfils G.,Ancic M.,Lopez F.,Grosjean S.,Monfils G.","(Monfils G.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Grosjean S.);(Grosjean S.,Monfils G.)",40.0
