cycle_nodes,cycle_edges,vorticity
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Schuettler R.,Sela D.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Sela D.);(Sela D.,Wawrinka S.)",30.000000000000004
"Troicki V.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Gasquet R.,Nishikori K.,Troicki V.","(Troicki V.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Gasquet R.);(Gasquet R.,Nishikori K.);(Nishikori K.,Troicki V.)",30.000000000000004
"Lorenzi P.,Beck A.,Gimeno-Traver D.,Schuettler R.,Dolgopolov O.,Lorenzi P.","(Lorenzi P.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Dolgopolov O.);(Dolgopolov O.,Lorenzi P.)",30.000000000000004
"Tomic B.,Fish M.,Golubev A.,Gimeno-Traver D.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Cilic M.,Tomic B.","(Tomic B.,Fish M.);(Fish M.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Cilic M.);(Cilic M.,Tomic B.)",30.000000000000004
"Guez D.,Ferrer D.,Robert S.,Serra F.,Benneteau J.,Guez D.","(Guez D.,Ferrer D.);(Ferrer D.,Robert S.);(Robert S.,Serra F.);(Serra F.,Benneteau J.);(Benneteau J.,Guez D.)",30.000000000000004
"Recouderc L.,Brown D.,Robert S.,Beck A.,Gimeno-Traver D.,Schuettler R.,Dolgopolov O.,Recouderc L.","(Recouderc L.,Brown D.);(Brown D.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Schuettler R.);(Schuettler R.,Dolgopolov O.);(Dolgopolov O.,Recouderc L.)",30.000000000000004
"Blake J.,Del Potro J.M.,Lopez F.,Robert S.,Becker B.,Blake J.","(Blake J.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Becker B.);(Becker B.,Blake J.)",30.000000000000004
"Mayer F.,Del Potro J.M.,Lopez F.,Mayer F.","(Mayer F.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Mayer F.)",30.000000000000004
"Ram R.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Ram R.","(Ram R.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Ram R.)",30.000000000000004
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Serra F.,Federer R.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Serra F.);(Serra F.,Federer R.);(Federer R.,Wawrinka S.)",30.000000000000004
"Ram R.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Verdasco F.,Berankis R.,Phau B.,Ram R.","(Ram R.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Verdasco F.);(Verdasco F.,Berankis R.);(Berankis R.,Phau B.);(Phau B.,Ram R.)",30.000000000000004
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Ljubicic I.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Ljubicic I.);(Ljubicic I.,Wawrinka S.)",30.000000000000004
"Fish M.,Golubev A.,Gimeno-Traver D.,Beck A.,Robert S.,Serra F.,Federer R.,Fish M.","(Fish M.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Serra F.);(Serra F.,Federer R.);(Federer R.,Fish M.)",30.000000000000004
"Martin A.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Gasquet R.,Chela J.I.,Martin A.","(Martin A.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Gasquet R.);(Gasquet R.,Chela J.I.);(Chela J.I.,Martin A.)",30.000000000000004
"Tomic B.,Fish M.,Golubev A.,Gimeno-Traver D.,Beck A.,Robert S.,Becker B.,Tomic B.","(Tomic B.,Fish M.);(Fish M.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Becker B.);(Becker B.,Tomic B.)",30.000000000000004
"Wawrinka S.,Kukushkin M.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Simon G.,Wawrinka S.","(Wawrinka S.,Kukushkin M.);(Kukushkin M.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Simon G.);(Simon G.,Wawrinka S.)",30.000000000000004
"Mello R.,Schuettler R.,Gimeno-Traver D.,Golubev A.,Anderson K.,Mello R.","(Mello R.,Schuettler R.);(Schuettler R.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Anderson K.);(Anderson K.,Mello R.)",-30.0
"Lopez F.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Fish M.,Giraldo S.,Lopez F.","(Lopez F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Fish M.);(Fish M.,Giraldo S.);(Giraldo S.,Lopez F.)",-30.0
"Kiefer N.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kukushkin M.,Greul S.,Kiefer N.","(Kiefer N.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Greul S.);(Greul S.,Kiefer N.)",-30.0
"Verdasco F.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Clement A.,Verdasco F.","(Verdasco F.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Clement A.);(Clement A.,Verdasco F.)",-30.0
"Federer R.,Serra F.,Robert S.,Verdasco F.,Berankis R.,Ginepri R.,Bozoljac I.,Federer R.","(Federer R.,Serra F.);(Serra F.,Robert S.);(Robert S.,Verdasco F.);(Verdasco F.,Berankis R.);(Berankis R.,Ginepri R.);(Ginepri R.,Bozoljac I.);(Bozoljac I.,Federer R.)",-30.0
"Kohlschreiber P.,Odesnik W.,Clement A.,Kohlschreiber P.","(Kohlschreiber P.,Odesnik W.);(Odesnik W.,Clement A.);(Clement A.,Kohlschreiber P.)",-30.0
"Zeballos H.,Fischer M.,Seppi A.,Robert S.,Beck A.,Gimeno-Traver D.,Monaco J.,Zeballos H.","(Zeballos H.,Fischer M.);(Fischer M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Monaco J.);(Monaco J.,Zeballos H.)",-30.0
"Robredo T.,Golubev A.,Gimeno-Traver D.,Beck A.,Robert S.,Koubek S.,Dodig I.,Robredo T.","(Robredo T.,Golubev A.);(Golubev A.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Koubek S.);(Koubek S.,Dodig I.);(Dodig I.,Robredo T.)",-30.0
"Luczak P.,Berdych T.,Brands D.,Luczak P.","(Luczak P.,Berdych T.);(Berdych T.,Brands D.);(Brands D.,Luczak P.)",-30.0
"Ferrero J.C.,Meffert D.,Lacko L.,Serra F.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kukushkin M.,De Bakker T.,Ferrero J.C.","(Ferrero J.C.,Meffert D.);(Meffert D.,Lacko L.);(Lacko L.,Serra F.);(Serra F.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,De Bakker T.);(De Bakker T.,Ferrero J.C.)",-30.0
"Seppi A.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Granollers M.,Hernandez O.,Seppi A.","(Seppi A.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Granollers M.);(Granollers M.,Hernandez O.);(Hernandez O.,Seppi A.)",-30.0
"Verdasco F.,Robert S.,Beck A.,Gimeno-Traver D.,Monaco J.,Verdasco F.","(Verdasco F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Monaco J.);(Monaco J.,Verdasco F.)",-30.0
"Garcia-Lopez G.,Gimeno-Traver D.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Clement A.,Garcia-Lopez G.","(Garcia-Lopez G.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Clement A.);(Clement A.,Garcia-Lopez G.)",-30.0
"Querrey S.,Odesnik W.,Kukushkin M.,Chardy J.,Querrey S.","(Querrey S.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Chardy J.);(Chardy J.,Querrey S.)",-30.0
"Seppi A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kohlschreiber P.,Seppi A.","(Seppi A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kohlschreiber P.);(Kohlschreiber P.,Seppi A.)",-30.0
"Mathieu P.H.,Berdych T.,Odesnik W.,Kukushkin M.,Chardy J.,Mathieu P.H.","(Mathieu P.H.,Berdych T.);(Berdych T.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Chardy J.);(Chardy J.,Mathieu P.H.)",-30.0
"Korolev E.,Serra F.,Robert S.,Koubek S.,Dodig I.,Korolev E.","(Korolev E.,Serra F.);(Serra F.,Robert S.);(Robert S.,Koubek S.);(Koubek S.,Dodig I.);(Dodig I.,Korolev E.)",-30.0
"Serra F.,Robert S.,Beck A.,Gimeno-Traver D.,Monaco J.,Serra F.","(Serra F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Monaco J.);(Monaco J.,Serra F.)",-30.0
"Melzer J.,Berankis R.,Verdasco F.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Falla A.,Melzer J.","(Melzer J.,Berankis R.);(Berankis R.,Verdasco F.);(Verdasco F.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Falla A.);(Falla A.,Melzer J.)",-30.0
"Dolgopolov O.,Schuettler R.,Alves T.,Dolgopolov O.","(Dolgopolov O.,Schuettler R.);(Schuettler R.,Alves T.);(Alves T.,Dolgopolov O.)",-30.0
"Lopez F.,Robert S.,Koubek S.,Lopez F.","(Lopez F.,Robert S.);(Robert S.,Koubek S.);(Koubek S.,Lopez F.)",-30.0
"Zeballos H.,Fischer M.,Seppi A.,Robert S.,Beck A.,Gimeno-Traver D.,Hanescu V.,Zeballos H.","(Zeballos H.,Fischer M.);(Fischer M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Hanescu V.);(Hanescu V.,Zeballos H.)",-30.0
"Stepanek R.,Odesnik W.,Malisse X.,Stepanek R.","(Stepanek R.,Odesnik W.);(Odesnik W.,Malisse X.);(Malisse X.,Stepanek R.)",-30.0
"Simon G.,Golubev A.,Granollers M.,Simon G.","(Simon G.,Golubev A.);(Golubev A.,Granollers M.);(Granollers M.,Simon G.)",-30.0
"Petzschner P.,Robert S.,Verdasco F.,Berankis R.,Ball C.,Petzschner P.","(Petzschner P.,Robert S.);(Robert S.,Verdasco F.);(Verdasco F.,Berankis R.);(Berankis R.,Ball C.);(Ball C.,Petzschner P.)",-30.0
"Isner J.,Golubev A.,Fish M.,Isner J.","(Isner J.,Golubev A.);(Golubev A.,Fish M.);(Fish M.,Isner J.)",-30.0
"Massu N.,Serra F.,Robert S.,Ferrer D.,Fognini F.,Massu N.","(Massu N.,Serra F.);(Serra F.,Robert S.);(Robert S.,Ferrer D.);(Ferrer D.,Fognini F.);(Fognini F.,Massu N.)",-30.0
"Nieminen J.,Gimeno-Traver D.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kukushkin M.,Gabashvili T.,Smyczek T.,Murray A.,Nieminen J.","(Nieminen J.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Gabashvili T.);(Gabashvili T.,Smyczek T.);(Smyczek T.,Murray A.);(Murray A.,Nieminen J.)",-30.0
"Phau B.,Berankis R.,Verdasco F.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Fish M.,Giraldo S.,Phau B.","(Phau B.,Berankis R.);(Berankis R.,Verdasco F.);(Verdasco F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Fish M.);(Fish M.,Giraldo S.);(Giraldo S.,Phau B.)",-30.0
"Reister J.,Serra F.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Ram R.,De Voest R.,Reister J.","(Reister J.,Serra F.);(Serra F.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Ram R.);(Ram R.,De Voest R.);(De Voest R.,Reister J.)",-30.0
"Massu N.,Serra F.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Lu Y.H.,Przysiezny M.,Machado R.,Massu N.","(Massu N.,Serra F.);(Serra F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Lu Y.H.);(Lu Y.H.,Przysiezny M.);(Przysiezny M.,Machado R.);(Machado R.,Massu N.)",-30.0
"Davydenko N.,Robert S.,Beck A.,Gimeno-Traver D.,Andreev I.,Davydenko N.","(Davydenko N.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Andreev I.);(Andreev I.,Davydenko N.)",-30.0
"Luczak P.,Berdych T.,Odesnik W.,Russell M.,Del Potro J.M.,Lopez F.,Robert S.,Ferrer D.,Gil F.,Luczak P.","(Luczak P.,Berdych T.);(Berdych T.,Odesnik W.);(Odesnik W.,Russell M.);(Russell M.,Del Potro J.M.);(Del Potro J.M.,Lopez F.);(Lopez F.,Robert S.);(Robert S.,Ferrer D.);(Ferrer D.,Gil F.);(Gil F.,Luczak P.)",-30.0
"Devvarman S.,Schuettler R.,Gimeno-Traver D.,Chiudinelli M.,Devvarman S.","(Devvarman S.,Schuettler R.);(Schuettler R.,Gimeno-Traver D.);(Gimeno-Traver D.,Chiudinelli M.);(Chiudinelli M.,Devvarman S.)",-30.0
"Istomin D.,Robert S.,Beck A.,Istomin D.","(Istomin D.,Robert S.);(Robert S.,Beck A.);(Beck A.,Istomin D.)",-30.0
"Roddick A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Ram R.,Roddick A.","(Roddick A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Ram R.);(Ram R.,Roddick A.)",-30.0
"Kubot L.,Blake J.,Del Potro J.M.,Russell M.,Odesnik W.,Berdych T.,Brands D.,Kubot L.","(Kubot L.,Blake J.);(Blake J.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Berdych T.);(Berdych T.,Brands D.);(Brands D.,Kubot L.)",-30.0
"Soderling R.,Gimeno-Traver D.,Golubev A.,Soderling R.","(Soderling R.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Soderling R.)",-30.0
"Nieminen J.,Gimeno-Traver D.,Golubev A.,Lu Y.H.,Nieminen J.","(Nieminen J.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Lu Y.H.);(Lu Y.H.,Nieminen J.)",-30.0
"Mello R.,Schuettler R.,Gimeno-Traver D.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kukushkin M.,Martin A.,Mello R.","(Mello R.,Schuettler R.);(Schuettler R.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Martin A.);(Martin A.,Mello R.)",-30.0
"Ferrero J.C.,Meffert D.,Lacko L.,Serra F.,Robert S.,Koubek S.,Dodig I.,Ferrero J.C.","(Ferrero J.C.,Meffert D.);(Meffert D.,Lacko L.);(Lacko L.,Serra F.);(Serra F.,Robert S.);(Robert S.,Koubek S.);(Koubek S.,Dodig I.);(Dodig I.,Ferrero J.C.)",-30.0
"Tsonga J.W.,Ouanna J.,Levy H.,Bellucci T.,Fischer M.,Seppi A.,Robert S.,Beck A.,Gimeno-Traver D.,Nieminen J.,Tsonga J.W.","(Tsonga J.W.,Ouanna J.);(Ouanna J.,Levy H.);(Levy H.,Bellucci T.);(Bellucci T.,Fischer M.);(Fischer M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Nieminen J.);(Nieminen J.,Tsonga J.W.)",-30.0
"Gonzalez F.,Ilhan M.,Bellucci T.,Fischer M.,Seppi A.,Robert S.,Ferrer D.,Gonzalez F.","(Gonzalez F.,Ilhan M.);(Ilhan M.,Bellucci T.);(Bellucci T.,Fischer M.);(Fischer M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Ferrer D.);(Ferrer D.,Gonzalez F.)",-30.0
"Dolgopolov O.,Schuettler R.,Gimeno-Traver D.,Beck A.,Baker J.,Dolgopolov O.","(Dolgopolov O.,Schuettler R.);(Schuettler R.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Baker J.);(Baker J.,Dolgopolov O.)",-30.0
"Zeballos H.,Fischer M.,Seppi A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Berdych T.,Zeballos H.","(Zeballos H.,Fischer M.);(Fischer M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Berdych T.);(Berdych T.,Zeballos H.)",-30.0
"Korolev E.,Serra F.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Fish M.,Korolev E.","(Korolev E.,Serra F.);(Serra F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Fish M.);(Fish M.,Korolev E.)",-30.0
"Zeballos H.,Fischer M.,Seppi A.,Robert S.,Beck A.,Gimeno-Traver D.,Andreev I.,Zeballos H.","(Zeballos H.,Fischer M.);(Fischer M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Andreev I.);(Andreev I.,Zeballos H.)",-30.0
"Roger-Vasselin E.,Berdych T.,Odesnik W.,Kukushkin M.,Chardy J.,Roger-Vasselin E.","(Roger-Vasselin E.,Berdych T.);(Berdych T.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Chardy J.);(Chardy J.,Roger-Vasselin E.)",-30.0
"Seppi A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Clement A.,Seppi A.","(Seppi A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Clement A.);(Clement A.,Seppi A.)",-30.0
"Berrer M.,Robert S.,Beck A.,Berrer M.","(Berrer M.,Robert S.);(Robert S.,Beck A.);(Beck A.,Berrer M.)",-30.0
"Zeballos H.,Fischer M.,Seppi A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kohlschreiber P.,Zeballos H.","(Zeballos H.,Fischer M.);(Fischer M.,Seppi A.);(Seppi A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kohlschreiber P.);(Kohlschreiber P.,Zeballos H.)",-30.0
"Kubot L.,Blake J.,Bachinger M.,Kubot L.","(Kubot L.,Blake J.);(Blake J.,Bachinger M.);(Bachinger M.,Kubot L.)",-30.0
"Montanes A.,Robert S.,Beck A.,Lorenzi P.,Montanes A.","(Montanes A.,Robert S.);(Robert S.,Beck A.);(Beck A.,Lorenzi P.);(Lorenzi P.,Montanes A.)",-30.0
"Serra F.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Berdych T.,Serra F.","(Serra F.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Berdych T.);(Berdych T.,Serra F.)",-30.0
"Schwank E.,Gimeno-Traver D.,Beck A.,Robert S.,Brown D.,Recouderc L.,Darcis S.,Schwank E.","(Schwank E.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Brown D.);(Brown D.,Recouderc L.);(Recouderc L.,Darcis S.);(Darcis S.,Schwank E.)",-30.0
"Serra F.,Robert S.,Beck A.,Gimeno-Traver D.,Andreev I.,Serra F.","(Serra F.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Andreev I.);(Andreev I.,Serra F.)",-30.0
"Hajek J.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kukushkin M.,Greul S.,Hajek J.","(Hajek J.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Greul S.);(Greul S.,Hajek J.)",-30.0
"Massu N.,Serra F.,Robert S.,Verdasco F.,Berankis R.,Ginepri R.,Bozoljac I.,Massu N.","(Massu N.,Serra F.);(Serra F.,Robert S.);(Robert S.,Verdasco F.);(Verdasco F.,Berankis R.);(Berankis R.,Ginepri R.);(Ginepri R.,Bozoljac I.);(Bozoljac I.,Massu N.)",-30.0
"Istomin D.,Robert S.,Beck A.,Gimeno-Traver D.,Golubev A.,Istomin D.","(Istomin D.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Golubev A.);(Golubev A.,Istomin D.)",-30.0
"Petzschner P.,Robert S.,Lopez F.,Del Potro J.M.,Mayer F.,Petzschner P.","(Petzschner P.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Mayer F.);(Mayer F.,Petzschner P.)",-30.0
"Simon G.,Golubev A.,Fish M.,Simon G.","(Simon G.,Golubev A.);(Golubev A.,Fish M.);(Fish M.,Simon G.)",-30.0
"Roddick A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kavcic B.,Roddick A.","(Roddick A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kavcic B.);(Kavcic B.,Roddick A.)",-30.0
"Lorenzi P.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Kukushkin M.,Greul S.,Lorenzi P.","(Lorenzi P.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Kukushkin M.);(Kukushkin M.,Greul S.);(Greul S.,Lorenzi P.)",-30.0
"Tursunov D.,Gimeno-Traver D.,Beck A.,Robert S.,Lopez F.,Del Potro J.M.,Russell M.,Odesnik W.,Malisse X.,Tursunov D.","(Tursunov D.,Gimeno-Traver D.);(Gimeno-Traver D.,Beck A.);(Beck A.,Robert S.);(Robert S.,Lopez F.);(Lopez F.,Del Potro J.M.);(Del Potro J.M.,Russell M.);(Russell M.,Odesnik W.);(Odesnik W.,Malisse X.);(Malisse X.,Tursunov D.)",-30.0
"Llodra M.,Robert S.,Beck A.,Gimeno-Traver D.,Chiudinelli M.,Llodra M.","(Llodra M.,Robert S.);(Robert S.,Beck A.);(Beck A.,Gimeno-Traver D.);(Gimeno-Traver D.,Chiudinelli M.);(Chiudinelli M.,Llodra M.)",-30.0
