cycle_nodes,cycle_edges,vorticity
"Newcastle,Everton,Crystal Palace,Newcastle","(Newcastle,Everton);(Everton,Crystal Palace);(Crystal Palace,Newcastle)",1.3862943611198908
"Southampton,Everton,Newcastle,Southampton","(Southampton,Everton);(Everton,Newcastle);(Newcastle,Southampton)",-1.3862943611198906
"Man United,Everton,Arsenal,Man United","(Man United,Everton);(Everton,Arsenal);(Arsenal,Man United)",1.3862943611198906
"Man United,Everton,Brighton,Man United","(Man United,Everton);(Everton,Brighton);(Brighton,Man United)",1.3862943611198906
"Man United,Everton,Crystal Palace,Man United","(Man United,Everton);(Everton,Crystal Palace);(Crystal Palace,Man United)",1.3862943611198906
"Tottenham,Everton,Brighton,Tottenham","(Tottenham,Everton);(Everton,Brighton);(Brighton,Tottenham)",-1.3862943611198904
"Tottenham,Everton,Crystal Palace,Tottenham","(Tottenham,Everton);(Everton,Crystal Palace);(Crystal Palace,Tottenham)",-1.3862943611198904
"Tottenham,Everton,Arsenal,Tottenham","(Tottenham,Everton);(Everton,Arsenal);(Arsenal,Tottenham)",-1.3862943611198904
"Watford,Everton,Brentford,Watford","(Watford,Everton);(Everton,Brentford);(Brentford,Watford)",-1.3862943611198904
"Tottenham,Everton,Burnley,Tottenham","(Tottenham,Everton);(Everton,Burnley);(Burnley,Tottenham)",-1.3862943611198904
"Newcastle,Everton,Leicester,Newcastle","(Newcastle,Everton);(Everton,Leicester);(Leicester,Newcastle)",-1.3862943611198904
"Brighton,Everton,Arsenal,Brighton","(Brighton,Everton);(Everton,Arsenal);(Arsenal,Brighton)",1.3862943611198904
"Chelsea,Everton,Arsenal,Chelsea","(Chelsea,Everton);(Everton,Arsenal);(Arsenal,Chelsea)",1.3862943611198904
"Wolves,Everton,Watford,Wolves","(Wolves,Everton);(Everton,Watford);(Watford,Wolves)",1.3862943611198904
"West Ham,Everton,Watford,West Ham","(West Ham,Everton);(Everton,Watford);(Watford,West Ham)",1.3862943611198904
"Leicester,Everton,Leeds,Leicester","(Leicester,Everton);(Everton,Leeds);(Leeds,Leicester)",1.3862943611198901
"Man City,Everton,Chelsea,Man City","(Man City,Everton);(Everton,Chelsea);(Chelsea,Man City)",-1.38629436111989
"Man City,Everton,Leicester,Man City","(Man City,Everton);(Everton,Leicester);(Leicester,Man City)",-1.38629436111989
"Man United,Everton,Man City,Man United","(Man United,Everton);(Everton,Man City);(Man City,Man United)",1.38629436111989
"Man United,Everton,Liverpool,Man United","(Man United,Everton);(Everton,Liverpool);(Liverpool,Man United)",1.38629436111989
"Chelsea,Everton,Brighton,Chelsea","(Chelsea,Everton);(Everton,Brighton);(Brighton,Chelsea)",1.38629436111989
"Watford,Everton,Man United,Watford","(Watford,Everton);(Everton,Man United);(Man United,Watford)",-1.386294361119889
"Wolves,Everton,Southampton,Wolves","(Wolves,Everton);(Everton,Southampton);(Southampton,Wolves)",-1.7763568394002505e-15
"Southampton,Everton,Liverpool,Southampton","(Southampton,Everton);(Everton,Liverpool);(Liverpool,Southampton)",-8.881784197001252e-16
"West Ham,Everton,Norwich,West Ham","(West Ham,Everton);(Everton,Norwich);(Norwich,West Ham)",-8.881784197001252e-16
"West Ham,Everton,Liverpool,West Ham","(West Ham,Everton);(Everton,Liverpool);(Liverpool,West Ham)",-8.881784197001252e-16
"Norwich,Everton,Aston Villa,Norwich","(Norwich,Everton);(Everton,Aston Villa);(Aston Villa,Norwich)",8.881784197001252e-16
"Liverpool,Everton,Arsenal,Liverpool","(Liverpool,Everton);(Everton,Arsenal);(Arsenal,Liverpool)",8.881784197001252e-16
"Man City,Everton,Arsenal,Man City","(Man City,Everton);(Everton,Arsenal);(Arsenal,Man City)",8.881784197001252e-16
"Norwich,Everton,Man City,Norwich","(Norwich,Everton);(Everton,Man City);(Man City,Norwich)",-4.440892098500626e-16
"Norwich,Everton,Liverpool,Norwich","(Norwich,Everton);(Everton,Liverpool);(Liverpool,Norwich)",-4.440892098500626e-16
"Man City,Everton,Burnley,Man City","(Man City,Everton);(Everton,Burnley);(Burnley,Man City)",-4.440892098500626e-16
"Newcastle,Everton,Man City,Newcastle","(Newcastle,Everton);(Everton,Man City);(Man City,Newcastle)",-4.440892098500626e-16
"Newcastle,Everton,Liverpool,Newcastle","(Newcastle,Everton);(Everton,Liverpool);(Liverpool,Newcastle)",-4.440892098500626e-16
"Liverpool,Everton,Burnley,Liverpool","(Liverpool,Everton);(Everton,Burnley);(Burnley,Liverpool)",4.440892098500626e-16
"Man City,Everton,Brighton,Man City","(Man City,Everton);(Everton,Brighton);(Brighton,Man City)",4.440892098500626e-16
"Liverpool,Everton,Crystal Palace,Liverpool","(Liverpool,Everton);(Everton,Crystal Palace);(Crystal Palace,Liverpool)",4.440892098500626e-16
"Wolves,Everton,Brentford,Wolves","(Wolves,Everton);(Everton,Brentford);(Brentford,Wolves)",-3.3306690738754696e-16
"Newcastle,Everton,Leeds,Newcastle","(Newcastle,Everton);(Everton,Leeds);(Leeds,Newcastle)",-2.220446049250313e-16
"Leicester,Everton,Brighton,Leicester","(Leicester,Everton);(Everton,Brighton);(Brighton,Leicester)",-2.220446049250313e-16
"Southampton,Everton,Leeds,Southampton","(Southampton,Everton);(Everton,Leeds);(Leeds,Southampton)",-2.220446049250313e-16
"Wolves,Everton,West Ham,Wolves","(Wolves,Everton);(Everton,West Ham);(West Ham,Wolves)",-1.1102230246251565e-16
"Crystal Palace,Everton,Brighton,Crystal Palace","(Crystal Palace,Everton);(Everton,Brighton);(Brighton,Crystal Palace)",-1.1102230246251565e-16
"Newcastle,Everton,Arsenal,Newcastle","(Newcastle,Everton);(Everton,Arsenal);(Arsenal,Newcastle)",0.0
"Southampton,Everton,Brighton,Southampton","(Southampton,Everton);(Everton,Brighton);(Brighton,Southampton)",0.0
"Crystal Palace,Everton,Burnley,Crystal Palace","(Crystal Palace,Everton);(Everton,Burnley);(Burnley,Crystal Palace)",0.0
"Burnley,Everton,Brighton,Burnley","(Burnley,Everton);(Everton,Brighton);(Brighton,Burnley)",0.0
"Man City,Everton,Liverpool,Man City","(Man City,Everton);(Everton,Liverpool);(Liverpool,Man City)",0.0
"Southampton,Everton,Arsenal,Southampton","(Southampton,Everton);(Everton,Arsenal);(Arsenal,Southampton)",0.0
"Brighton,Everton,Aston Villa,Brighton","(Brighton,Everton);(Everton,Aston Villa);(Aston Villa,Brighton)",0.0
"Southampton,Everton,Norwich,Southampton","(Southampton,Everton);(Everton,Norwich);(Norwich,Southampton)",0.0
"Norwich,Everton,Brighton,Norwich","(Norwich,Everton);(Everton,Brighton);(Brighton,Norwich)",0.0
"Man United,Everton,Chelsea,Man United","(Man United,Everton);(Everton,Chelsea);(Chelsea,Man United)",0.0
