k,Removed_Nodes,Intransitivity,Transitivity,Total,Intransitivity_Percentage,Nodes_Remaining,Edges_Remaining
0,{},64.444750,61.242567,88.903194,72.488678,20,190
1,{Tottenham},58.747039,59.554998,83.654124,70.226113,19,171
1,{Brentford},59.771364,60.179339,84.818446,70.469770,19,171
1,{Man United},59.920605,60.014732,84.807116,70.655162,19,171
1,{Brighton},61.235060,61.191799,86.568867,70.735660,19,171
1,{Aston Villa},58.312564,58.239950,82.415090,70.754718,19,171
1,{West Ham},60.194560,59.739952,84.807116,70.978195,19,171
1,{Everton},60.660178,60.104823,85.394654,71.035100,19,171
1,{Southampton},62.186841,61.017391,87.122472,71.378646,19,171
1,{Crystal Palace},61.780792,60.577349,86.524456,71.402694,19,171
1,{Wolves},60.571793,58.574672,84.261107,71.885825,19,171
1,{Burnley},62.781634,60.357487,87.089378,72.088739,19,171
1,{Leicester},61.573148,59.104206,85.349632,72.142254,19,171
1,{Arsenal},60.841901,57.413200,83.654124,72.730307,19,171
1,{Newcastle},62.532702,58.975118,85.955822,72.749816,19,171
1,{Chelsea},61.006023,57.238777,83.654124,72.926498,19,171
1,{Leeds},62.182226,56.743742,84.181242,73.867081,19,171
1,{Watford},60.363335,54.353291,81.228150,74.313319,19,171
1,{Norwich},61.925430,55.346666,83.054274,74.560197,19,171
1,{Man City},60.090173,52.811981,79.999589,75.113102,19,171
1,{Liverpool},62.258307,53.139791,81.853126,76.061001,19,171
2,"{Aston Villa, Tottenham}",52.263316,57.052847,77.372356,67.547789,18,153
2,"{Brentford, Tottenham}",53.677196,58.387359,79.311570,67.678898,18,153
2,"{Tottenham, West Ham}",53.821002,58.221828,79.287335,67.880957,18,153
2,"{Brighton, Tottenham}",55.399121,59.324032,81.168980,68.251592,18,153
2,"{Brentford, Man United}",55.424042,59.252118,81.133457,68.312190,18,153
2,"{Brighton, Man United}",56.310092,60.098348,82.356772,68.373360,18,153
2,"{Aston Villa, Brentford}",53.439143,56.822686,78.003588,68.508571,18,153
2,"{Everton, Tottenham}",54.840218,58.145970,79.927488,68.612463,18,153
2,"{Aston Villa, Man United}",53.553491,56.697985,77.991268,68.666008,18,153
2,"{Brentford, Brighton}",57.004122,60.291706,82.973247,68.701809,18,153
2,"{Crystal Palace, Tottenham}",55.783997,58.897044,81.121613,68.765888,18,153
2,"{Aston Villa, West Ham}",54.116554,57.027315,78.617531,68.835225,18,153
2,"{Man United, Tottenham}",55.106818,57.876767,79.915465,68.956387,18,153
2,"{Brighton, Everton}",57.223204,60.067819,82.961665,68.975476,18,153
2,"{Southampton, Tottenham}",56.422166,59.186322,81.770909,69.000293,18,153
2,"{Brentford, Everton}",56.408048,59.167306,81.747403,69.002862,18,153
2,"{Brentford, Crystal Palace}",56.892056,59.499298,82.321762,69.109376,18,153
2,"{Everton, Man United}",56.094168,58.618105,81.133457,69.138145,18,153
2,"{Aston Villa, Everton}",54.801838,57.249232,79.250969,69.149739,18,153
2,"{Brentford, Southampton}",57.367129,59.914344,82.950082,69.158616,18,153
2,"{Brighton, West Ham}",56.964987,59.494117,82.368439,69.158755,18,153
2,"{Aston Villa, Southampton}",55.732104,58.075183,80.490958,69.240205,18,153
2,"{Man United, Southampton}",57.435516,59.832732,82.938497,69.250731,18,153
2,"{Everton, West Ham}",56.616489,58.951584,81.735648,69.267805,18,153
2,"{Brentford, West Ham}",56.230781,58.487069,81.133457,69.306526,18,153
