Analysis for k=3 (removing 3 nodes)
Total combinations analyzed: 1140
Original intransitivity percentage: 78.42%, (intransitivity: 95.503422, total: 121.781372)
======================================================================

Results (sorted by intransitivity percentage):
------------------------------------------------------------------------------------------------------------------------
Removed Nodes                                        Percentage     Intransitivity              Total
------------------------------------------------------------------------------------------------------------------------
{Chelsea, Crystal Palace, Tottenham}                     76.25%          79.862396         104.736163
{Bournemouth, Nott'm Forest, Man City}                   76.25%          79.103240         103.736322
{Brentford, West Ham, Nott'm Forest}                     76.28%          78.411147         102.797694
{Bournemouth, Brentford, Tottenham}                      76.28%          76.983972         100.926540
{Newcastle, Everton, Tottenham}                          76.28%          79.155681         103.765919
{Brentford, Southampton, Man United}                     76.29%          73.078623          95.790424
{Chelsea, West Ham, Man United}                          76.30%          79.931477         104.756305
{Everton, Arsenal, Tottenham}                            76.30%          80.585271         105.613077
{Brentford, Crystal Palace, Tottenham}                   76.31%          78.434827         102.788346
{Bournemouth, Crystal Palace, Liverpool}                 76.32%          79.872785         104.661942
{Nott'm Forest, Brighton, Man City}                      76.32%          80.596669         105.602198
{Liverpool, Fulham, West Ham}                            76.33%          78.460482         102.797694
{Crystal Palace, Leicester, Man United}                  76.34%          76.222577          99.843392
{Chelsea, Bournemouth, Aston Villa}                      76.35%          81.424497         106.652915
{Chelsea, Bournemouth, West Ham}                         76.35%          81.447562         106.672696
{Chelsea, Nott'm Forest, Brighton}                       76.36%          81.401743         106.604330
{Fulham, Southampton, Brighton}                          76.38%          77.030720         100.849515
{Aston Villa, Liverpool, Fulham}                         76.38%          79.227492         103.725246
{Crystal Palace, Southampton, Man United}                76.39%          75.465086          98.794046
{Crystal Palace, Arsenal, Tottenham}                     76.39%          79.953076         104.661942
{Chelsea, West Ham, Brighton}                            76.39%          82.884817         108.498671
{Crystal Palace, Liverpool, Man United}                  76.39%          76.968457         100.751493
{Aston Villa, Everton, Arsenal}                          76.42%          84.195262         110.179586
{Newcastle, Crystal Palace, Man City}                    76.44%          79.251466         103.679922
{Newcastle, Man United, Man City}                        76.45%          77.056809         100.796267
{Everton, Nott'm Forest, Arsenal}                        76.48%          82.171754         107.441895
{Fulham, West Ham, Leicester}                            76.49%          77.193298         100.921779
{Brentford, Leicester, Man United}                       76.49%          74.099564          96.872311
{Arsenal, Brighton, Tottenham}                           76.49%          80.804878         105.637600
{Fulham, Leicester, Tottenham}                           76.51%          74.149433          96.918877
{Crystal Palace, Arsenal, Man City}                      76.52%          80.764995         105.548577
{Brentford, Brighton, Ipswich}                           76.52%          79.411872         103.776991
{Chelsea, Bournemouth, Nott'm Forest}                    76.52%          80.168433         104.765477
{Bournemouth, Everton, Arsenal}                          76.53%          84.340813         110.209159
{Crystal Palace, West Ham, Arsenal}                      76.53%          81.504407         106.502582
{Wolves, Brentford, Brighton}                            76.53%          78.678134         102.802368
{Wolves, Brighton, Tottenham}                            76.53%          78.698988         102.827561
{Everton, Arsenal, Man City}                             76.54%          82.224998         107.426729
{Liverpool, Everton, Man United}                         76.55%          78.643747         102.737933
{Brentford, Arsenal, Brighton}                           76.55%          80.120700         104.666532
{Aston Villa, Fulham, Southampton}                       76.56%          77.945611         101.804259
{Newcastle, West Ham, Man United}                        76.58%          78.704665         102.772493
{Newcastle, Nott'm Forest, Brighton}                     76.59%          80.899198         105.631272
{Chelsea, Aston Villa, Brighton}                         76.59%          83.053577         108.440318
{Wolves, Brentford, Crystal Palace}                      76.62%          78.724360         102.751962
{Everton, Ipswich, Man City}                             76.62%          81.663734         106.580029
{Chelsea, Aston Villa, Crystal Palace}                   76.62%          82.365804         107.494572
{Ipswich, Tottenham, Man United}                         76.63%          75.039611          97.925610
{West Ham, Ipswich, Man United}                          76.63%          78.815057         102.849906
{Newcastle, Wolves, Fulham}                              76.64%          78.724033         102.724919
{Crystal Palace, Ipswich, Tottenham}                     76.65%          78.795759         102.804197
{Fulham, Leicester, Arsenal}                             76.66%          78.066717         101.831546
{Newcastle, Everton, Nott'm Forest}                      76.66%          81.682640         106.544940
{Newcastle, Crystal Palace, Ipswich}                     76.67%          80.235103         104.650964
{Wolves, Crystal Palace, West Ham}                       76.67%          80.237880         104.650964
{West Ham, Everton, Arsenal}                             76.67%          83.089627         108.368634
{Wolves, Crystal Palace, Nott'm Forest}                  76.69%          79.539227         103.720613
{Wolves, Bournemouth, Brentford}                         76.69%          78.105570         101.845699
{Liverpool, Brighton, Man United}                        76.69%          78.786524         102.733257
{Newcastle, West Ham, Everton}                           76.70%          81.736583         106.569249
{Newcastle, Aston Villa, Everton}                        76.70%          83.131138         108.386367
{Arsenal, Man United, Man City}                          76.71%          78.033118         101.723176
{Bournemouth, Arsenal, Brighton}                         76.72%          83.868169         109.321724
{Chelsea, Everton, Man City}                             76.72%          83.192020         108.440318
{Bournemouth, Brentford, Ipswich}                        76.73%          78.912208         102.849906
{Aston Villa, Brentford, West Ham}                       76.73%          80.343648         104.709632
{Liverpool, Fulham, Man City}                            76.73%          78.828984         102.731426
{Newcastle, West Ham, Brighton}                          76.74%          81.088185         105.671212
{Chelsea, Fulham, Ipswich}                               76.74%          78.935424         102.859248
{Newcastle, Fulham, Ipswich}                             76.77%          78.907760         102.781842
{Chelsea, Crystal Palace, Man City}                      76.78%          81.814513         106.560231
{West Ham, Nott'm Forest, Tottenham}                     76.78%          78.982224         102.868590
{Bournemouth, Liverpool, Everton}                        76.79%          82.536915         107.485632
{Newcastle, Ipswich, Man United}                         76.79%          77.444797         100.854279
{Aston Villa, Ipswich, Man United}                       76.80%          78.228215         101.861697
{Newcastle, Everton, Man City}                           76.82%          81.146180         105.631272
{Newcastle, Aston Villa, Crystal Palace}                 76.82%          81.098128         105.566783
{Newcastle, Bournemouth, West Ham}                       76.83%          79.739273         103.790879
{Newcastle, Chelsea, Crystal Palace}                     76.84%          80.419175         104.655554
{Aston Villa, Brentford, Man City}                       76.84%          79.706830         103.725246
{Wolves, Crystal Palace, Tottenham}                      76.85%          78.239105         101.804259
{Leicester, Brighton, Man United}                        76.85%          78.289913         101.868259
{Southampton, Brighton, Man United}                      76.85%          77.515889         100.860907
{Aston Villa, Crystal Palace, Arsenal}                   76.86%          82.579576         107.446367
{Newcastle, Bournemouth, Aston Villa}                    76.86%          80.496376         104.729780
{Newcastle, Chelsea, Man United}                         76.86%          78.263149         101.820263
{Brentford, Liverpool, Man United}                       76.87%          75.164002          97.786427
{Crystal Palace, Arsenal, Ipswich}                       76.87%          81.883600         106.522390
{Everton, Nott'm Forest, Ipswich}                        76.87%          81.929613         106.575521
{Wolves, West Ham, Everton}                              76.88%          81.934385         106.569249
{Newcastle, Bournemouth, Nott'm Forest}                  76.88%          79.783573         103.770549
{Bournemouth, Crystal Palace, Southampton}               76.88%          78.273544         101.806106
{Bournemouth, Ipswich, Man City}                         76.89%          79.788018         103.772361
{Wolves, Bournemouth, Tottenham}                         76.89%          76.814541          99.898193
{Newcastle, Fulham, Nott'm Forest}                       76.89%          80.480567         104.664736
{Newcastle, Crystal Palace, Arsenal}                     76.91%          80.432690         104.581276
{Nott'm Forest, Brighton, Ipswich}                       76.91%          81.267969         105.662118
{Wolves, Everton, Tottenham}                             76.92%          79.076940         102.802368
{Newcastle, Arsenal, Man United}                         76.93%          78.257270         101.723176
{West Ham, Arsenal, Man United}                          76.93%          79.779676         103.702083
{Bournemouth, Liverpool, Brighton}                       76.93%          81.989275         106.571013
{Brentford, Nott'm Forest, Man City}                     76.93%          77.560020         100.812431
{Chelsea, Man United, Man City}                          76.94%          79.085285         102.793020
{Nott'm Forest, Arsenal, Brighton}                       76.95%          81.976062         106.535920
{West Ham, Everton, Ipswich}                             76.97%          82.769785         107.533819
{Wolves, Aston Villa, Man United}                        77.00%          79.121124         102.756638
{Newcastle, Aston Villa, Brighton}                       77.00%          82.047428         106.553958
{Brighton, Ipswich, Tottenham}                           77.01%          79.207007         102.854577
{Wolves, West Ham, Brighton}                             77.02%          81.383860         105.671212
{Arsenal, Ipswich, Man United}                           77.03%          78.421983         101.801386
{Aston Villa, Brentford, Nott'm Forest}                  77.04%          79.908136         103.720613
{Bournemouth, Nott'm Forest, Ipswich}                    77.05%          79.973503         103.797319
{Wolves, Crystal Palace, Man City}                       77.05%          80.620557         104.635393
{Brentford, Everton, Leicester}                          77.05%          78.480648         101.856980
{Wolves, Bournemouth, West Ham}                          77.05%          79.951880         103.765919
{West Ham, Brighton, Ipswich}                            77.09%          82.212480         106.643905
{Bournemouth, West Ham, Ipswich}                         77.10%          80.780275         104.776444
{Chelsea, Bournemouth, Man City}                         77.11%          81.490364         105.686630
{Chelsea, Crystal Palace, Arsenal}                       77.12%          82.171570         106.551214
{Wolves, Everton, Man City}                              77.12%          82.170367         106.549449
{Liverpool, Everton, Brighton}                           77.12%          82.860641         107.437423
{Wolves, Everton, Nott'm Forest}                         77.13%          81.465354         105.626724
{Wolves, Aston Villa, Everton}                           77.13%          83.594132         108.386367
{Brighton, Ipswich, Man City}                            77.13%          81.480342         105.642148
{Wolves, Nott'm Forest, Man United}                      77.15%          78.533812         101.799539
{Bournemouth, Southampton, Everton}                      77.15%          80.791173         104.722400
{Chelsea, Everton, Arsenal}                              77.16%          83.646415         108.411997
{Brentford, Liverpool, Everton}                          77.16%          80.004478         103.691003
{Wolves, Nott'm Forest, Brighton}                        77.16%          80.788542         104.705044
{Newcastle, Bournemouth, Man City}                       77.16%          79.321688         102.802368
{Wolves, Tottenham, Man United}                          77.16%          76.286471          98.865911
{Wolves, Man United, Man City}                           77.19%          78.546896         101.758080
{Wolves, Fulham, Ipswich}                                77.20%          77.829114         100.817197
{Aston Villa, Arsenal, Brighton}                         77.21%          83.676913         108.377501
{Bournemouth, Crystal Palace, Leicester}                 77.21%          78.641320         101.847546
{Aston Villa, Southampton, Man United}                   77.22%          77.111002          99.857827
{Newcastle, Chelsea, Everton}                            77.24%          82.326132         106.589045
{West Ham, Arsenal, Brighton}                            77.24%          83.021669         107.485632
{Crystal Palace, Liverpool, Brighton}                    77.27%          82.293730         106.502582
{Newcastle, Brighton, Man City}                          77.27%          80.894017         104.684892
{Crystal Palace, Liverpool, Everton}                     77.29%          83.019735         107.417784
{Chelsea, Arsenal, Man United}                           77.29%          79.443289         102.783672
{Aston Villa, Nott'm Forest, Tottenham}                  77.31%          79.476636         102.802368
{Chelsea, Brighton, Man City}                            77.31%          83.120604         107.514197
{Chelsea, Brentford, West Ham}                           77.32%          80.265013         103.811204
{Newcastle, Chelsea, Brighton}                           77.33%          81.710970         105.666665
{Chelsea, Liverpool, Fulham}                             77.34%          78.741653         101.815544
{Wolves, West Ham, Man United}                           77.35%          79.491263         102.772493
{Wolves, Bournemouth, Aston Villa}                       77.35%          80.986317         104.705044
{Aston Villa, Crystal Palace, Ipswich}                   77.35%          82.425142         106.560231
{Bournemouth, Ipswich, Tottenham}                        77.36%          77.314688          99.947112
{Newcastle, Everton, Arsenal}                            77.36%          82.388215         106.496305
{Wolves, Bournemouth, Nott'm Forest}                     77.38%          79.551984         102.802368
{Aston Villa, West Ham, Tottenham}                       77.39%          79.601136         102.852749
{Brentford, Nott'm Forest, Tottenham}                    77.41%          77.325955          99.888573
{Everton, Ipswich, Tottenham}                            77.41%          79.604333         102.829390
{Newcastle, Wolves, Crystal Palace}                      77.41%          80.251039         103.664206
{Newcastle, Chelsea, Bournemouth}                        77.45%          80.396702         103.811204
{Chelsea, Brentford, Nott'm Forest}                      77.45%          78.877876         101.845699
{Wolves, Bournemouth, Man City}                          77.45%          80.333972         103.720613
{Newcastle, Brentford, West Ham}                         77.47%          78.107858         100.821962
{Newcastle, Brentford, Nott'm Forest}                    77.48%          78.093187         100.796267
{Bournemouth, Brentford, Liverpool}                      77.48%          79.637885         102.788346
{Brentford, Ipswich, Man City}                           77.48%          78.906386         101.840982
{Bournemouth, Brentford, Southampton}                    77.49%          77.410883          99.900075
{Brentford, Southampton, Everton}                        77.49%          78.132964         100.823827
{Aston Villa, West Ham, Man City}                        77.51%          82.587091         106.553958
{Arsenal, Brighton, Man City}                            77.51%          82.549064         106.496305
{Bournemouth, Everton, Leicester}                        77.53%          81.224352         104.767272
{Wolves, Aston Villa, Brighton}                          77.53%          82.611367         106.553958
{Brentford, Crystal Palace, Liverpool}                   77.54%          79.650306         102.717395
{Bournemouth, Southampton, Brighton}                     77.56%          80.517278         103.813016
{Wolves, Aston Villa, Crystal Palace}                    77.56%          81.893735         105.586767
{Chelsea, Wolves, Crystal Palace}                        77.57%          81.939788         105.626724
{Bournemouth, Liverpool, Tottenham}                      77.59%          78.268159         100.879959
{Liverpool, Brighton, Tottenham}                         77.59%          79.756035         102.788346
{Crystal Palace, Everton, Leicester}                     77.60%          81.963532         105.628504
{Chelsea, Nott'm Forest, Tottenham}                      77.60%          79.828786         102.868590
{Brentford, Liverpool, Brighton}                         77.60%          79.731325         102.742610
{West Ham, Tottenham, Man City}                          77.61%          79.057855         101.871130
{Fulham, Southampton, Tottenham}                         77.61%          74.378806          95.837516
{Bournemouth, Brentford, Arsenal}                        77.61%          81.266083         104.706840
{Southampton, Nott'm Forest, Man United}                 77.62%          76.728930          98.846470
{Wolves, Brighton, Man City}                             77.63%          81.989191         105.611297
{Aston Villa, Everton, Ipswich}                          77.65%          84.191965         108.420860
{Newcastle, Fulham, Leicester}                           77.66%          78.330698         100.863806
{Aston Villa, Leicester, Man United}                     77.66%          78.356029         100.896110
{Brentford, Nott'm Forest, Ipswich}                      77.67%          79.094696         101.836264
{Everton, Arsenal, Ipswich}                              77.67%          83.464009         107.461531
{Chelsea, Aston Villa, Brentford}                        77.68%          81.347287         104.725192
{Chelsea, Wolves, Everton}                               77.68%          83.520960         107.523134
{Newcastle, Wolves, Man United}                          77.68%          79.050834         101.762802
{Brentford, West Ham, Tottenham}                         77.68%          77.635433          99.940423
{West Ham, Nott'm Forest, Man City}                      77.69%          82.061961         105.626724
{Chelsea, Fulham, Southampton}                           77.70%          77.612280          99.883763
{Bournemouth, Arsenal, Tottenham}                        77.72%          80.659021         103.776991
{Newcastle, Nott'm Forest, Tottenham}                    77.72%          79.150609         101.834418
{Chelsea, Wolves, Man United}                            77.75%          79.925122         102.797694
{Newcastle, Brentford, Man City}                         77.75%          77.618779          99.830000
{Brentford, West Ham, Ipswich}                           77.75%          79.958679         102.838734
{Everton, Leicester, Brighton}                           77.76%          82.171791         105.672991
{Chelsea, Arsenal, Brighton}                             77.77%          83.602832         107.505259
{Bournemouth, Aston Villa, Southampton}                  77.77%          79.976404         102.838734
{Wolves, Brentford, West Ham}                            77.77%          78.429501         100.847651
{Crystal Palace, Liverpool, West Ham}                    77.78%          81.394481         104.641781
{Newcastle, Arsenal, Brighton}                           77.81%          82.148626         105.577666
{Aston Villa, West Ham, Nott'm Forest}                   77.81%          82.926323         106.573757
{Fulham, Nott'm Forest, Leicester}                       77.82%          78.502746         100.879959
{Newcastle, Brighton, Ipswich}                           77.82%          81.493379         104.720604
{Newcastle, Everton, Ipswich}                            77.82%          82.215520         105.646696
{Liverpool, Fulham, Arsenal}                             77.84%          79.203270         101.748637
{Wolves, Fulham, Leicester}                              77.85%          77.744239          99.867449
{Chelsea, West Ham, Tottenham}                           77.85%          80.871605         103.876783
{Chelsea, Wolves, Brighton}                              77.85%          82.999247         106.608837
{Bournemouth, Aston Villa, Ipswich}                      77.85%          81.560973         104.760891
{Wolves, Crystal Palace, Arsenal}                        77.86%          82.179914         105.553129
{Liverpool, Tottenham, Man United}                       77.87%          76.183079          97.839391
{Brentford, Nott'm Forest, Arsenal}                      77.87%          79.259944         101.790100
{Crystal Palace, Liverpool, Tottenham}                   77.87%          79.265299         101.790100
{Newcastle, Aston Villa, Brentford}                      77.88%          80.017698         102.740780
{Newcastle, Wolves, Brighton}                            77.89%          81.546929         104.689481
{Newcastle, Wolves, Everton}                             77.90%          82.270538         105.615846
{Chelsea, Crystal Palace, Ipswich}                       77.90%          82.324962         105.677538
{Chelsea, Wolves, Bournemouth}                           77.91%          81.606242         104.745337
{Bournemouth, Liverpool, West Ham}                       77.92%          81.595027         104.716016
{Newcastle, Bournemouth, Ipswich}                        77.93%          80.137614         102.838734
{Nott'm Forest, Arsenal, Tottenham}                      77.93%          80.109365         102.793020
{Nott'm Forest, Tottenham, Man City}                     77.94%          78.593861         100.838122
{Newcastle, West Ham, Tottenham}                         77.98%          78.674383         100.894246
{Wolves, Everton, Arsenal}                               77.98%          83.779722         107.431201
{Liverpool, Everton, Tottenham}                          77.99%          80.148455         102.767818
{Chelsea, Aston Villa, Tottenham}                        78.00%          80.971316         103.811204
{Brentford, Crystal Palace, Leicester}                   78.01%          78.667714         100.844751
{Fulham, Southampton, Arsenal}                           78.01%          77.865781          99.810748
{Wolves, Arsenal, Man United}                            78.02%          80.125963         102.701531
{Bournemouth, Aston Villa, Arsenal}                      78.02%          83.883399         107.514197
{Wolves, Crystal Palace, Ipswich}                        78.02%          80.916535         103.711349
{Brentford, West Ham, Arsenal}                           78.03%          80.192624         102.767818
{Brentford, Arsenal, Man City}                           78.04%          79.424861         101.774091
{Newcastle, Wolves, Bournemouth}                         78.04%          80.217258         102.786517
{Wolves, Liverpool, Fulham}                              78.05%          78.654218         100.775333
{Chelsea, Brentford, Man City}                           78.05%          80.255725         102.822889
{Bournemouth, Leicester, Brighton}                       78.05%          81.045267         103.833337
{Bournemouth, Brentford, Leicester}                      78.05%          78.009694          99.942305
{Fulham, West Ham, Southampton}                          78.06%          77.191561          98.887249
{Aston Villa, Brighton, Ipswich}                         78.07%          83.215239         106.589045
{Wolves, Brentford, Nott'm Forest}                       78.07%          77.955253          99.851132
{Fulham, Southampton, Nott'm Forest}                     78.10%          77.979642          99.841508
{Liverpool, West Ham, Everton}                           78.11%          83.215082         106.540430
{Aston Villa, Tottenham, Man City}                       78.11%          79.523171         101.804259
{Aston Villa, Brentford, Arsenal}                        78.12%          81.770982         104.675712
{Liverpool, West Ham, Brighton}                          78.15%          82.556234         105.637600
{Wolves, Brentford, Man City}                            78.16%          78.801357         100.826727
{Liverpool, Fulham, Ipswich}                             78.16%          78.810401         100.833357
{West Ham, Ipswich, Man City}                            78.17%          82.602509         105.666665
{Liverpool, Fulham, Nott'm Forest}                       78.17%          79.580533         101.799539
{Arsenal, Brighton, Ipswich}                             78.18%          83.302114         106.551214
{Chelsea, West Ham, Nott'm Forest}                       78.18%          83.366462         106.633131
{Brentford, Leicester, Brighton}                         78.20%          78.898489         100.896110
{Aston Villa, Everton, Leicester}                        78.20%          83.369609         106.604330
{Crystal Palace, Leicester, Brighton}                    78.21%          81.888850         104.702251
{Crystal Palace, Southampton, Everton}                   78.22%          81.846970         104.632598
{Bournemouth, Southampton, Nott'm Forest}                78.23%          78.913582         100.875196
{Bournemouth, Nott'm Forest, Arsenal}                    78.23%          82.641889         105.637600
{Wolves, Nott'm Forest, Tottenham}                       78.24%          78.146151          99.881881
{Aston Villa, Nott'm Forest, Man City}                   78.24%          81.865530         104.635393
{Liverpool, West Ham, Man United}                        78.24%          79.642940         101.790100
{Bournemouth, Aston Villa, Liverpool}                    78.26%          81.950452         104.720604
{Chelsea, Ipswich, Man United}                           78.29%          79.021102         100.937923
{Newcastle, Chelsea, Brentford}                          78.29%          78.950266         100.842886
{Newcastle, Aston Villa, Tottenham}                      78.32%          79.741334         101.813697
{Southampton, Everton, Brighton}                         78.33%          82.004469         104.697662
{Bournemouth, West Ham, Arsenal}                         78.33%          83.477812         106.575521
{Chelsea, Aston Villa, West Ham}                         78.33%          84.242138         107.547222
{Crystal Palace, Liverpool, Nott'm Forest}               78.33%          80.480803         102.742610
{Wolves, West Ham, Tottenham}                            78.34%          78.267359          99.903002
{West Ham, Arsenal, Tottenham}                           78.35%          80.558355         102.813543
{Nott'm Forest, Ipswich, Tottenham}                      78.36%          79.066497         100.900871
{Aston Villa, Liverpool, Man United}                     78.36%          78.998073         100.812431
{Fulham, Leicester, Ipswich}                             78.37%          77.524903          98.925055
{Aston Villa, Brentford, Tottenham}                      78.38%          79.832654         101.850417
{Aston Villa, Southampton, Everton}                      78.39%          82.791806         105.617626
{Aston Villa, Arsenal, Tottenham}                        78.40%          81.334047         103.740953
{Newcastle, West Ham, Nott'm Forest}                     78.40%          82.077581         104.684892
{Bournemouth, Arsenal, Man City}                         78.41%          82.792531         105.593098
{Wolves, Aston Villa, Brentford}                         78.42%          80.585050         102.765988
{Newcastle, Brentford, Tottenham}                        78.42%          77.535036          98.870770
{Bournemouth, Aston Villa, Leicester}                    78.44%          80.702235         102.879758
{West Ham, Nott'm Forest, Ipswich}                       78.44%          82.904504         105.686630
{Aston Villa, Liverpool, Everton}                        78.45%          84.301278         107.455310
{Newcastle, Brentford, Ipswich}                          78.46%          79.113296         100.838122
{Wolves, Ipswich, Man United}                            78.47%          78.360616          99.857827
{Fulham, Southampton, Man City}                          78.49%          77.581766          98.839707
{Wolves, Arsenal, Brighton}                              78.50%          83.618319         106.520625
{Chelsea, Aston Villa, Nott'm Forest}                    78.51%          82.944899         105.651244
{Southampton, Tottenham, Man United}                     78.53%          75.270330          95.844491
{Nott'm Forest, Ipswich, Man City}                       78.54%          81.476390         103.736322
{Everton, Leicester, Man City}                           78.55%          81.517195         103.776991
{Leicester, Man United, Man City}                        78.55%          77.664861          98.872672
{Newcastle, Chelsea, Tottenham}                          78.58%          80.054956         101.875846
{Newcastle, Brentford, Arsenal}                          78.58%          79.184361         100.765798
{Bournemouth, Southampton, Tottenham}                    78.60%          76.975069          97.935423
{Aston Villa, Brentford, Ipswich}                        78.60%          81.560010         103.765919
{Nott'm Forest, Leicester, Man United}                   78.60%          77.734893          98.894009
{Chelsea, West Ham, Man City}                            78.61%          84.538125         107.542755
{Chelsea, Brentford, Tottenham}                          78.61%          79.341459         100.931300
{Bournemouth, Liverpool, Nott'm Forest}                  78.63%          80.824067         102.793020
{Aston Villa, Crystal Palace, Leicester}                 78.64%          81.591887         103.756658
{Crystal Palace, Leicester, Man City}                    78.64%          80.066952         101.810825
{Crystal Palace, Southampton, Nott'm Forest}             78.66%          79.290256         100.802899
{Newcastle, Wolves, Brentford}                           78.66%          78.514485          99.813677
{Brentford, Liverpool, West Ham}                         78.66%          80.080384         101.799539
{Southampton, Everton, Nott'm Forest}                    78.68%          80.847470         102.758467
{West Ham, Southampton, Man United}                      78.69%          77.800209          98.872672
{West Ham, Ipswich, Tottenham}                           78.70%          79.444812         100.947442
{West Ham, Nott'm Forest, Arsenal}                       78.70%          83.124063         105.617626
{Crystal Palace, Liverpool, Man City}                    78.71%          81.594183         103.666019
{Brentford, Tottenham, Man City}                         78.71%          77.836648          98.887249
{Brentford, Crystal Palace, Southampton}                 78.72%          78.571838          99.805934
{Newcastle, Leicester, Man United}                       78.73%          77.845661          98.877531
{Newcastle, West Ham, Man City}                          78.73%          81.666005         103.729877
{Wolves, West Ham, Nott'm Forest}                        78.73%          81.687085         103.750215
{Chelsea, Everton, Ipswich}                              78.74%          83.975738         106.643905
{Chelsea, Brentford, Arsenal}                            78.77%          80.990114         102.813543
{Wolves, West Ham, Man City}                             78.78%          82.453447         104.664736
{West Ham, Arsenal, Man City}                            78.78%          83.172751         105.577666
{Aston Villa, Liverpool, Brighton}                       78.78%          83.197791         105.602198
{Aston Villa, Crystal Palace, Liverpool}                 78.79%          82.449706         104.650964
{Newcastle, Arsenal, Tottenham}                          78.79%          80.192063         101.778812
{Liverpool, Nott'm Forest, Man United}                   78.79%          78.642440          99.810748
{Chelsea, Aston Villa, Man City}                         78.80%          83.977901         106.569249
{Bournemouth, West Ham, Southampton}                     78.82%          79.533006         100.900871
{Liverpool, Nott'm Forest, Brighton}                     78.82%          81.749476         103.711349
{Chelsea, Bournemouth, Arsenal}                          78.84%          84.054365         106.619613
{Chelsea, Wolves, Brentford}                             78.84%          80.304128         101.855134
{Crystal Palace, Liverpool, Ipswich}                     78.84%          81.760526         103.702083
{Aston Villa, Arsenal, Man City}                         78.84%          83.228964         105.562232
{Brentford, Arsenal, Ipswich}                            78.85%          81.040790         102.783672
{Brentford, Southampton, Brighton}                       78.85%          78.752113          99.878953
{Liverpool, Everton, Man City}                           78.87%          83.263831         105.577666
{Liverpool, Everton, Nott'm Forest}                      78.87%          82.534028         104.646372
{Newcastle, Liverpool, Fulham}                           78.88%          79.509079         100.801034
{Chelsea, Arsenal, Tottenham}                            78.88%          81.878866         103.801948
{Newcastle, Southampton, Man United}                     78.88%          77.163007          97.817825
{Newcastle, Tottenham, Man City}                         78.89%          78.780326          99.855944
{West Ham, Leicester, Man United}                        78.90%          78.834643          99.916384
{Chelsea, Tottenham, Man City}                           78.91%          81.153252         102.843406
{Aston Villa, Nott'm Forest, Arsenal}                    78.92%          83.341244         105.602198
{Aston Villa, Brentford, Leicester}                      78.92%          80.393784         101.866413
{Bournemouth, Liverpool, Man City}                       78.93%          81.854300         103.711349
{Wolves, Aston Villa, Tottenham}                         78.94%          79.599593         100.831492
{Chelsea, Brighton, Ipswich}                             78.95%          83.469226         105.722004
{Chelsea, Leicester, Man United}                         78.96%          78.912554          99.942305
{Crystal Palace, Nott'm Forest, Leicester}               78.99%          79.661154         100.849515
{Aston Villa, Leicester, Brighton}                       78.99%          82.735865         104.740750
{Wolves, Everton, Ipswich}                               78.99%          82.701218         104.695866
{Chelsea, Southampton, Man United}                       78.99%          78.119652          98.894009
{Crystal Palace, Southampton, Brighton}                  79.00%          81.939322         103.722426
{Chelsea, Everton, Leicester}                            79.00%          82.777479         104.776444
{Arsenal, Tottenham, Man City}                           79.00%          80.405840         101.774091
{Southampton, Arsenal, Man United}                       79.01%          78.052547          98.794046
{Chelsea, Bournemouth, Ipswich}                          79.01%          82.057467         103.862907
{Brentford, Arsenal, Tottenham}                          79.01%          79.681184         100.854279
{Newcastle, Aston Villa, West Ham}                       79.01%          82.698673         104.669326
{Leicester, Tottenham, Man United}                       79.02%          75.778332          95.893517
{Liverpool, Fulham, Leicester}                           79.03%          78.140292          98.877531
{Newcastle, Aston Villa, Nott'm Forest}                  79.03%          82.699731         104.644576
{Aston Villa, West Ham, Arsenal}                         79.04%          84.214100         106.544940
{Newcastle, Crystal Palace, Leicester}                   79.05%          79.687463         100.812431
{Chelsea, Crystal Palace, Leicester}                     79.05%          81.290521         102.829390
{Newcastle, Aston Villa, Man City}                       79.06%          81.977070         103.689190
{Aston Villa, Crystal Palace, Southampton}               79.06%          81.233367         102.747286
{Bournemouth, Leicester, Man City}                       79.07%          79.771699         100.891348
{Crystal Palace, West Ham, Leicester}                    79.07%          80.511940         101.826828
{Newcastle, Bournemouth, Arsenal}                        79.07%          82.761617         104.671122
{Newcastle, Wolves, Tottenham}                           79.08%          78.956590          99.844437
{Chelsea, Nott'm Forest, Man City}                       79.09%          82.803768         104.700455
{Nott'm Forest, Arsenal, Man City}                       79.09%          81.991809         103.670654
{West Ham, Everton, Leicester}                           79.09%          82.092573         103.797319
{Ipswich, Tottenham, Man City}                           79.10%          79.003454          99.883763
{Liverpool, West Ham, Tottenham}                         79.10%          79.799939         100.884722
{Wolves, Brighton, Ipswich}                              79.10%          82.078835         103.761289
{Newcastle, Chelsea, Nott'm Forest}                      79.12%          82.086220         103.750215
{Aston Villa, Ipswich, Man City}                         79.12%          82.823160         104.680302
{Chelsea, Wolves, Tottenham}                             79.15%          80.633486         101.880562
{Aston Villa, Brentford, Southampton}                    79.15%          79.808687         100.838122
{Newcastle, Nott'm Forest, Man City}                     79.15%          81.314930         102.740780
{Brentford, Leicester, Man City}                         79.15%          78.280326          98.903725
{Bournemouth, Arsenal, Ipswich}                          79.15%          83.619798         105.648476
{Wolves, Aston Villa, West Ham}                          79.16%          82.854352         104.669326
{Chelsea, Bournemouth, Southampton}                      79.16%          80.669755         101.903114
{Newcastle, Crystal Palace, Liverpool}                   79.17%          80.545493         101.732622
