k,Removed_Nodes,Intransitivity,Transitivity,Total,Intransitivity_Percentage,Nodes_Remaining,Edges_Remaining
3,"{Leicester, Liverpool, Man City}",62.287977,40.155385,74.109696,84.048351,17,136
3,"{Crystal Palace, Fulham, Man City}",62.790730,40.472711,74.704191,84.052487,17,136
3,"{Man City, Man United, West Ham}",58.188161,37.476167,69.212175,84.072146,17,136
3,"{Fulham, Leicester, Sheffield United}",62.866960,40.473084,74.768477,84.082173,17,136
3,"{Leicester, Sheffield United, Tottenham}",63.472441,40.856599,75.485180,84.085964,17,136
3,"{Leeds, Man City, West Ham}",57.047997,36.654309,67.808646,84.130861,17,136
3,"{Sheffield United, Southampton, West Ham}",58.931561,37.801152,70.013256,84.172005,17,136
3,"{Liverpool, Man United, Sheffield United}",60.661345,38.890208,72.057248,84.184931,17,136
3,"{Man United, Sheffield United, West Ham}",58.281703,37.356258,69.226057,84.190413,17,136
3,"{Sheffield United, Southampton, Wolves}",59.540444,38.142755,70.710213,84.203457,17,136
3,"{Burnley, Sheffield United, Wolves}",57.099035,36.574754,67.808646,84.206128,17,136
3,"{Man City, West Brom, Wolves}",58.884714,37.696072,69.917118,84.220740,17,136
3,"{Liverpool, Sheffield United, Southampton}",61.881144,39.607278,73.471167,84.225072,17,136
3,"{Liverpool, Man City, Southampton}",61.886808,39.549865,73.445005,84.262786,17,136
3,"{Chelsea, Crystal Palace, Man City}",61.857501,39.522815,73.405745,84.267929,17,136
3,"{Chelsea, Man City, West Ham}",58.359447,37.260485,69.239936,84.285818,17,136
3,"{Crystal Palace, Leeds, Man City}",60.164200,38.373376,71.359982,84.310840,17,136
3,"{Everton, Sheffield United, Southampton}",61.951561,39.472709,73.458087,84.335929,17,136
3,"{Chelsea, Sheffield United, Southampton}",61.435073,39.059776,72.800647,84.388086,17,136
3,"{Chelsea, Sheffield United, West Brom}",60.243456,38.273945,71.373446,84.405979,17,136
3,"{Chelsea, Man City, Man United}",60.224049,38.229142,71.333045,84.426577,17,136
3,"{Aston Villa, Fulham, Sheffield United}",62.551808,39.694769,74.083759,84.433901,17,136
3,"{Man City, Southampton, West Ham}",59.095402,37.493278,69.985802,84.439130,17,136
3,"{Chelsea, Man United, Sheffield United}",60.257114,38.227310,71.359982,84.441045,17,136
3,"{Aston Villa, Crystal Palace, Sheffield United}",62.007181,39.336452,73.431921,84.441726,17,136
3,"{Leeds, Man United, Sheffield United}",59.086002,37.482462,69.972070,84.442267,17,136
3,"{Aston Villa, Man City, West Brom}",61.990748,39.313490,73.405745,84.449450,17,136
3,"{Fulham, Man City, Southampton}",63.144607,39.990501,74.742769,84.482563,17,136
3,"{Burnley, Crystal Palace, Man City}",60.896946,38.495287,72.043911,84.527540,17,136
3,"{Aston Villa, Burnley, Sheffield United}",59.193737,37.363561,69.999530,84.563049,17,136
3,"{Leicester, Sheffield United, Southampton}",63.299814,39.937321,74.845548,84.573920,17,136
3,"{Leeds, Man City, Southampton}",60.978820,38.465517,72.097243,84.578574,17,136
3,"{Leeds, Man City, Man United}",59.170842,37.322651,69.958336,84.580116,17,136
3,"{Sheffield United, Tottenham, West Brom}",62.110968,39.172371,73.431921,84.583063,17,136
3,"{Fulham, Man City, Man United}",62.045799,39.128442,73.353365,84.584803,17,136
3,"{Fulham, Leicester, Man City}",63.773824,40.193747,75.383273,84.599435,17,136
3,"{Crystal Palace, Fulham, Sheffield United}",62.103055,39.135839,73.405745,84.602445,17,136
3,"{Man City, Man United, Southampton}",62.114437,39.142328,73.418834,84.602865,17,136
3,"{Leeds, Leicester, Man City}",60.986347,38.428584,72.083914,84.604656,17,136
3,"{Burnley, Man City, Tottenham}",61.001731,38.379131,72.070582,84.641651,17,136
3,"{Aston Villa, Man City, Tottenham}",63.292148,39.804888,74.768477,84.650846,17,136
3,"{Everton, Man United, Sheffield United}",61.014392,38.308864,72.043911,84.690561,17,136
3,"{Leicester, Man City, West Ham}",60.456729,37.936167,71.373446,84.704792,17,136
3,"{Crystal Palace, Leicester, Man City}",63.335620,39.735681,74.768477,84.708988,17,136
3,"{Burnley, Man City, West Brom}",59.257163,37.133729,69.930860,84.736786,17,136
3,"{Aston Villa, Sheffield United, West Brom}",61.082997,38.224527,72.057248,84.770094,17,136
3,"{Man City, West Brom, West Ham}",58.686963,36.690129,69.212175,84.792831,17,136
3,"{Leeds, Man City, West Brom}",59.930165,37.424889,70.655835,84.819839,17,136
3,"{Crystal Palace, Sheffield United, West Brom}",61.684694,38.514957,72.721409,84.823293,17,136
3,"{Crystal Palace, Sheffield United, Tottenham}",62.904633,39.231337,74.135623,84.850751,17,136
3,"{Chelsea, Man City, Southampton}",61.743677,38.495287,72.761039,84.858157,17,136
3,"{Liverpool, Man City, Tottenham}",62.923249,39.152416,74.109696,84.905556,17,136
3,"{Aston Villa, Sheffield United, Tottenham}",62.953401,39.153032,74.135623,84.916533,17,136
3,"{Burnley, Sheffield United, Tottenham}",60.648328,37.705630,71.413824,84.925193,17,136
3,"{Burnley, Fulham, Sheffield United}",59.421220,36.922723,69.958336,84.938012,17,136
3,"{Chelsea, Leicester, Man City}",62.396157,38.716490,73.431921,84.971435,17,136
3,"{Fulham, Sheffield United, West Brom}",61.218975,37.930444,72.017231,85.006011,17,136
3,"{Leicester, Man United, Sheffield United}",62.457981,38.641551,73.445005,85.040474,17,136
3,"{Man City, Tottenham, West Ham}",59.518473,36.791873,69.972070,85.060329,17,136
3,"{Burnley, Sheffield United, West Brom}",58.292882,36.001509,68.514004,85.081704,17,136
3,"{Aston Villa, Sheffield United, Southampton}",62.538039,38.561717,73.471167,85.119159,17,136
3,"{Crystal Palace, Man City, Southampton}",63.073770,38.884761,74.096728,85.123556,17,136
3,"{Crystal Palace, Man City, Man United}",61.892868,38.154351,72.708194,85.125023,17,136
3,"{Fulham, Sheffield United, Tottenham}",63.129941,38.818262,74.109696,85.184456,17,136
3,"{Liverpool, Man City, West Brom}",61.373676,37.730586,72.043911,85.189261,17,136
3,"{Fulham, Man City, West Brom}",62.510657,38.381426,73.353365,85.218527,17,136
3,"{Leicester, Man City, West Brom}",63.156715,38.725092,74.083759,85.250419,17,136
3,"{Leicester, Man City, Man United}",62.595813,38.367817,73.418834,85.258522,17,136
3,"{Leicester, Man City, Southampton}",63.793323,39.070481,74.807022,85.277186,17,136
3,"{Leeds, Man City, Tottenham}",60.894229,37.255649,71.386908,85.301677,17,136
3,"{Burnley, Man United, Sheffield United}",59.064308,36.132760,69.239936,85.303816,17,136
3,"{Aston Villa, Man United, Sheffield United}",62.046337,37.954937,72.734622,85.305093,17,136
3,"{Fulham, Sheffield United, Southampton}",62.704548,38.240142,73.445005,85.376191,17,136
3,"{Fulham, Man City, Tottenham}",63.836315,38.852087,74.729912,85.422708,17,136
3,"{Crystal Palace, Man City, West Brom}",62.701173,38.119846,73.379559,85.447737,17,136
3,"{Sheffield United, Southampton, Tottenham}",63.953569,38.857113,74.832708,85.462053,17,136
3,"{Sheffield United, Southampton, West Brom}",61.617610,37.382334,72.070582,85.496202,17,136
3,"{Crystal Palace, Sheffield United, Southampton}",62.807361,38.096273,73.458087,85.500947,17,136
3,"{Burnley, Sheffield United, Southampton}",60.477710,36.664733,70.723801,85.512527,17,136
3,"{Burnley, Crystal Palace, Sheffield United}",60.463627,36.609295,70.683029,85.541929,17,136
3,"{Arsenal, Man City, Sheffield United}",58.662472,35.450343,68.542049,85.586108,17,136
3,"{Crystal Palace, Man City, Tottenham}",63.441574,38.281743,74.096728,85.619940,17,136
3,"{Man United, Sheffield United, Southampton}",62.333018,37.533500,72.761039,85.668126,17,136
3,"{Chelsea, Man City, Tottenham}",62.340068,37.521790,72.761039,85.677814,17,136
3,"{Man City, Man United, Tottenham}",62.471827,37.224645,72.721409,85.905688,17,136
3,"{Man United, Sheffield United, Tottenham}",62.522173,37.191731,72.747831,85.943693,17,136
3,"{Leicester, Man City, Tottenham}",64.298366,38.183336,74.781328,85.981845,17,136
3,"{Man City, Man United, West Brom}",61.326829,36.407439,71.319573,85.988777,17,136
3,"{Man City, Southampton, Tottenham}",64.323619,38.165964,74.794176,86.000839,17,136
3,"{Man City, Southampton, West Brom}",62.566434,37.091327,72.734622,86.020155,17,136
3,"{Man United, Sheffield United, West Brom}",60.813797,35.917759,70.628630,86.103606,17,136
3,"{Man City, Newcastle, Sheffield United}",59.086677,34.849164,68.598102,86.134565,17,136
3,"{Crystal Palace, Man United, Sheffield United}",62.097278,36.527431,72.043911,86.193651,17,136
3,"{Fulham, Man United, Sheffield United}",62.099427,36.471122,72.017231,86.228568,17,136
3,"{Man City, Tottenham, West Brom}",63.310937,37.150083,73.405745,86.247932,17,136
3,"{Man City, Sheffield United, Wolves}",59.169555,34.597343,68.542049,86.325922,17,136
3,"{Chelsea, Man City, West Brom}",61.592404,36.009735,71.346515,86.328539,17,136
3,"{Brighton, Man City, Sheffield United}",61.082885,35.593449,70.696622,86.401419,17,136
3,"{Liverpool, Man City, Sheffield United}",61.285084,35.271415,70.710213,86.670767,17,136
3,"{Everton, Man City, Sheffield United}",61.927926,35.510880,71.386908,86.749696,17,136
3,"{Leeds, Man City, Sheffield United}",59.871462,33.454236,68.584093,87.296425,17,136
3,"{Chelsea, Man City, Sheffield United}",61.112865,34.134322,69.999530,87.304679,17,136
3,"{Aston Villa, Man City, Sheffield United}",62.354126,34.784700,71.400367,87.330260,17,136
3,"{Man City, Sheffield United, West Ham}",58.622117,32.638987,67.095872,87.370676,17,136
3,"{Crystal Palace, Man City, Sheffield United}",62.518617,34.460313,71.386908,87.577146,17,136
3,"{Burnley, Man City, Sheffield United}",59.433565,32.703324,67.836981,87.612337,17,136
3,"{Fulham, Man City, Sheffield United}",62.526031,34.391023,71.359982,87.620581,17,136
3,"{Leicester, Man City, Sheffield United}",63.189622,34.741991,72.110569,87.628793,17,136
3,"{Man City, Sheffield United, Southampton}",62.899959,33.844515,71.427278,88.061537,17,136
3,"{Man City, Sheffield United, Tottenham}",63.330889,33.002011,71.413824,88.681554,17,136
3,"{Man City, Sheffield United, West Brom}",61.846840,31.161820,69.253813,89.304598,17,136
3,"{Man City, Man United, Sheffield United}",61.905389,31.045345,69.253813,89.389141,17,136
