Node,2425
Napoli,1
Inter,2
Atalanta,3
Juventus,4
Roma,5
Fiorentina,6
Lazio,7
Milan,8
Bologna,9
Como,10
Torino,11
Udinese,12
Genoa,13
Verona,14
Cagliari,15
Parma,16
Lecce,17
Empoli,18
Venezia,19
Monza,20
