k,Removed_Nodes,Intransitivity,Transitivity,Total,Intransitivity_Percentage,Nodes_Remaining,Edges_Remaining
0,{},84.851879,75.503666,113.581006,74.706046,32,140
1,{Rublev A.},77.745515,75.870151,108.630773,71.568592,31,129
1,{Shelton B.},77.379936,74.249514,107.241060,72.155140,31,126
1,{Auger-Aliassime F.},79.793948,75.720345,110.002931,72.538020,31,131
1,{Zverev A.},78.733483,74.170095,108.167298,72.788619,31,125
1,{Mensik J.},81.557714,76.478651,111.806283,72.945556,31,136
1,{Musetti L.},79.007921,73.880940,108.169519,73.040836,31,126
1,{Khachanov K.},79.773975,74.409393,109.090077,73.126701,31,130
1,{Draper J.},80.264114,74.554120,109.547455,73.268808,31,130
1,{Ruud C.},80.102756,74.055340,109.090077,73.428087,31,129
1,{Rune H.},81.151878,74.263164,110.002931,73.772469,31,132
1,{Lehecka J.},81.915165,74.769984,110.908272,73.858481,31,133
1,{Fritz T.},79.703285,72.443297,107.706290,74.000585,31,127
1,{Humbert U.},82.144904,74.517512,110.908272,74.065624,31,134
1,{Tsitsipas S.},82.571256,74.717017,111.358183,74.149249,31,134
1,{De Minaur A.},79.225140,71.582274,106.773802,74.199044,31,124
1,{Dimitrov G.},82.354400,74.285919,110.908272,74.254515,31,134
1,{Medvedev D.},81.881510,73.454630,110.000747,74.437231,31,130
1,{Fils A.},82.612886,73.998351,110.908272,74.487578,31,133
1,{Cerundolo F.},81.992612,73.333869,110.002931,74.536752,31,131
1,{Hurkacz H.},83.678261,74.823749,112.252594,74.544613,31,137
1,{Tiafoe F.},82.339990,73.625885,110.456529,74.545154,31,133
1,{Cobolli F.},82.372663,73.589329,110.456529,74.574734,31,133
1,{Davidovich Fokina A.},83.993714,74.469463,112.252594,74.825633,31,137
1,{Bublik A.},83.255397,73.274714,110.908272,75.066895,31,134
1,{Korda S.},84.362127,74.051850,112.252594,75.153833,31,136
1,{Shapovalov D.},84.764379,74.267388,112.697138,75.214314,31,138
1,{Paul T.},82.112234,71.121206,108.630773,75.588373,31,129
1,{Machac T.},84.516420,73.195762,111.806283,75.591834,31,136
1,{Popyrin A.},84.640672,73.052046,111.806283,75.702966,31,136
1,{Djokovic N.},84.005041,70.312147,109.547455,76.683699,31,130
1,{Alcaraz C.},81.974375,68.415512,106.773032,76.774419,31,121
1,{Sinner J.},84.048399,67.352410,107.705527,78.035363,31,126
